,1,0.5,0.2
1378,2-3,2.5-2.9,2.6-2.7
1379,4-5,4.0-4.4,4.2-4.3
1380,4-5,4.0-4.4,4.2-4.3
1381,4-5,4.0-4.4,4.2-4.3
1382,4-5,4.0-4.4,4.2-4.3
1383,4-5,4.5-4.9,4.4-4.5
1384,3-4,3.5-3.9,3.8-3.9
1385,4-5,4.0-4.4,4.2-4.3
1386,4-5,4.0-4.4,4.0-4.1
1387,4-5,4.5-4.9,4.6-4.7
1388,4-5,4.5-4.9,4.4-4.5
1389,4-5,4.5-5.0,4.8-5.0
1390,4-5,4.0-4.4,4.0-4.1
1391,3-4,3.0-3.4,3.2-3.3
1392,4-5,4.0-4.4,4.0-4.1
1393,4-5,4.0-4.4,4.4-4.5
1394,4-5,4.5-4.9,4.4-4.5
1395,4-5,4.5-4.9,4.4-4.5
1396,4-5,4.5-4.9,4.4-4.5
1397,3-4,3.5-3.9,3.6-3.7
1398,4-5,4.0-4.4,4.0-4.1
1399,3-4,3.5-3.9,3.6-3.7
1400,4-5,4.5-4.9,4.4-4.5
1401,4-5,4.0-4.4,4.0-4.1
1402,3-4,3.5-3.9,3.6-3.7
1403,4-5,4.5-4.9,4.4-4.5
1404,4-5,4.5-4.9,4.4-4.5
1405,4-5,4.5-4.9,4.4-4.5
1406,4-5,4.5-4.9,4.6-4.7
1407,4-5,4.0-4.4,4.2-4.3
1408,4-5,4.5-4.9,4.6-4.7
1409,4-5,4.0-4.4,4.4-4.5
1410,3-4,3.5-3.9,3.6-3.7
1411,2-3,2.0-2.4,2.2-2.3
1412,4-5,4.5-4.9,4.6-4.7
1413,3-4,3.5-3.9,3.4-3.5
1414,4-5,4.5-4.9,4.4-4.5
1415,3-4,3.5-3.9,3.6-3.7
1416,4-5,4.5-4.9,4.4-4.5
1417,4-5,4.5-4.9,4.6-4.7
1418,4-5,4.5-4.9,4.4-4.5
1419,4-5,4.0-4.4,4.2-4.3
1420,4-5,4.0-4.4,4.2-4.3
1421,4-5,4.0-4.4,4.4-4.5
1422,3-4,3.5-3.9,3.8-3.9
1423,4-5,4.5-4.9,4.4-4.5
1424,4-5,4.0-4.4,4.4-4.5
1425,4-5,4.5-4.9,4.6-4.7
1426,4-5,4.0-4.4,4.2-4.3
1427,4-5,4.5-4.9,4.4-4.5
1428,4-5,4.0-4.4,4.2-4.3
1429,3-4,3.5-3.9,3.6-3.7
1430,4-5,4.0-4.4,4.4-4.5
1431,3-4,3.0-3.4,3.2-3.3
1432,3-4,3.0-3.4,3.2-3.3
1433,3-4,3.5-3.9,3.8-3.9
1434,4-5,4.5-4.9,4.4-4.5
1435,4-5,4.5-4.9,4.4-4.5
1436,1-2,1.0-1.4,1.0-1.1
1437,3-4,3.5-3.9,3.6-3.7
1438,4-5,4.0-4.4,4.2-4.3
1439,4-5,4.5-4.9,4.6-4.7
1440,3-4,3.5-3.9,3.6-3.7
1441,4-5,4.5-4.9,4.4-4.5
1442,3-4,3.5-3.9,3.6-3.7
1443,4-5,4.0-4.4,4.0-4.1
1444,4-5,4.0-4.4,4.2-4.3
1445,4-5,4.5-4.9,4.4-4.5
1446,4-5,4.0-4.4,4.0-4.1
1447,4-5,4.0-4.4,4.2-4.3
1448,4-5,4.0-4.4,4.2-4.3
1449,4-5,4.5-4.9,4.4-4.5
1450,3-4,3.0-3.4,3.2-3.3
1451,4-5,4.5-4.9,4.4-4.5
1452,4-5,4.0-4.4,4.4-4.5
1453,4-5,4.5-4.9,4.6-4.7
1454,4-5,4.0-4.4,4.2-4.3
1455,4-5,4.0-4.4,4.4-4.5
1456,3-4,3.5-3.9,3.4-3.5
1457,4-5,4.0-4.4,4.4-4.5
1458,4-5,4.0-4.4,4.0-4.1
1459,4-5,4.5-4.9,4.6-4.7
1460,4-5,4.5-4.9,4.4-4.5
1461,4-5,4.5-4.9,4.4-4.5
1462,4-5,4.0-4.4,4.0-4.1
1463,4-5,4.5-4.9,4.4-4.5
1464,4-5,4.0-4.4,4.2-4.3
1465,4-5,4.5-4.9,4.6-4.7
1466,4-5,4.0-4.4,4.2-4.3
1467,3-4,3.5-3.9,3.6-3.7
1468,4-5,4.0-4.4,4.0-4.1
1469,4-5,4.5-4.9,4.4-4.5
1470,4-5,4.0-4.4,4.4-4.5
1471,4-5,4.0-4.4,4.4-4.5
1472,4-5,4.5-5.0,4.8-5.0
1473,4-5,4.0-4.4,4.2-4.3
1474,4-5,4.0-4.4,4.4-4.5
1475,4-5,4.0-4.4,4.0-4.1
1476,4-5,4.0-4.4,4.2-4.3
1477,3-4,3.5-3.9,3.6-3.7
1478,4-5,4.0-4.4,4.4-4.5
1479,4-5,4.0-4.4,4.2-4.3
1480,4-5,4.0-4.4,4.0-4.1
1481,4-5,4.5-4.9,4.4-4.5
1482,3-4,3.5-3.9,3.4-3.5
1483,4-5,4.5-4.9,4.4-4.5
1484,4-5,4.0-4.4,4.4-4.5
1485,2-3,2.5-2.9,2.6-2.7
1486,4-5,4.0-4.4,4.0-4.1
1487,4-5,4.5-4.9,4.4-4.5
1488,1-2,1.5-1.9,1.4-1.5
1489,4-5,4.0-4.4,4.4-4.5
1490,4-5,4.0-4.4,4.2-4.3
1491,4-5,4.0-4.4,4.2-4.3
1492,3-4,3.5-3.9,3.8-3.9
1493,3-4,3.5-3.9,3.8-3.9
1494,4-5,4.5-5.0,4.8-5.0
1495,3-4,3.5-3.9,3.6-3.7
1496,4-5,4.0-4.4,4.0-4.1
1497,4-5,4.0-4.4,4.4-4.5
1498,4-5,4.0-4.4,4.2-4.3
1499,4-5,4.0-4.4,4.0-4.1
1500,3-4,3.5-3.9,3.8-3.9
1501,4-5,4.0-4.4,4.4-4.5
1502,4-5,4.5-5.0,4.8-5.0
1503,3-4,3.5-3.9,3.8-3.9
1504,4-5,4.0-4.4,4.0-4.1
1505,3-4,3.5-3.9,3.4-3.5
1506,4-5,4.0-4.4,4.2-4.3
1507,4-5,4.0-4.4,4.0-4.1
1508,4-5,4.5-4.9,4.6-4.7
1509,4-5,4.0-4.4,4.0-4.1
1510,4-5,4.0-4.4,4.2-4.3
1511,4-5,4.0-4.4,4.4-4.5
1512,4-5,4.0-4.4,4.2-4.3
1513,3-4,3.0-3.4,3.2-3.3
1514,4-5,4.0-4.4,4.0-4.1
1515,4-5,4.0-4.4,4.2-4.3
1516,4-5,4.0-4.4,4.0-4.1
1517,2-3,2.5-2.9,2.4-2.5
1518,4-5,4.0-4.4,4.0-4.1
1519,4-5,4.0-4.4,4.0-4.1
1520,4-5,4.0-4.4,4.2-4.3
1521,3-4,3.5-3.9,3.8-3.9
1522,4-5,4.5-4.9,4.6-4.7
1523,4-5,4.0-4.4,4.2-4.3
1524,4-5,4.0-4.4,4.0-4.1
1525,4-5,4.0-4.4,4.4-4.5
1526,4-5,4.5-4.9,4.4-4.5
1527,4-5,4.0-4.4,4.4-4.5
1528,4-5,4.0-4.4,4.4-4.5
1529,4-5,4.0-4.4,4.2-4.3
1530,4-5,4.0-4.4,4.0-4.1
1531,4-5,4.0-4.4,4.0-4.1
1532,4-5,4.0-4.4,4.2-4.3
1533,4-5,4.0-4.4,4.4-4.5
1534,4-5,4.5-5.0,4.8-5.0
1535,4-5,4.0-4.4,4.2-4.3
1536,4-5,4.5-4.9,4.6-4.7
1537,3-4,3.5-3.9,3.6-3.7
1538,4-5,4.0-4.4,4.2-4.3
1539,3-4,3.5-3.9,3.6-3.7
1540,4-5,4.0-4.4,4.2-4.3
1541,4-5,4.5-4.9,4.6-4.7
1542,4-5,4.0-4.4,4.2-4.3
1543,4-5,4.0-4.4,4.4-4.5
1544,4-5,4.5-4.9,4.6-4.7
1545,4-5,4.0-4.4,4.2-4.3
1546,3-4,3.0-3.4,3.0-3.1
1547,4-5,4.0-4.4,4.0-4.1
1548,4-5,4.0-4.4,4.0-4.1
1549,4-5,4.0-4.4,4.2-4.3
1550,4-5,4.0-4.4,4.2-4.3
1551,4-5,4.5-4.9,4.4-4.5
1552,4-5,4.5-4.9,4.6-4.7
1553,4-5,4.0-4.4,4.2-4.3
1554,4-5,4.5-4.9,4.4-4.5
1555,3-4,3.5-3.9,3.8-3.9
1556,3-4,3.5-3.9,3.6-3.7
1557,4-5,4.5-4.9,4.4-4.5
1558,4-5,4.5-4.9,4.4-4.5
1559,3-4,3.5-3.9,3.6-3.7
1560,4-5,4.0-4.4,4.4-4.5
1561,3-4,3.5-3.9,3.8-3.9
1562,4-5,4.0-4.4,4.2-4.3
1563,4-5,4.0-4.4,4.2-4.3
1564,4-5,4.5-4.9,4.4-4.5
1565,4-5,4.5-4.9,4.6-4.7
1566,4-5,4.5-4.9,4.4-4.5
1567,3-4,3.5-3.9,3.8-3.9
1568,4-5,4.0-4.4,4.2-4.3
1569,3-4,3.5-3.9,3.6-3.7
1570,4-5,4.5-4.9,4.4-4.5
1571,4-5,4.5-4.9,4.6-4.7
1572,4-5,4.0-4.4,4.2-4.3
1573,4-5,4.0-4.4,4.2-4.3
1574,4-5,4.0-4.4,4.0-4.1
1575,3-4,3.5-3.9,3.4-3.5
1576,4-5,4.5-4.9,4.4-4.5
1577,4-5,4.0-4.4,4.4-4.5
1578,4-5,4.5-4.9,4.4-4.5
1579,4-5,4.5-4.9,4.4-4.5
1580,4-5,4.5-4.9,4.6-4.7
1581,4-5,4.0-4.4,4.2-4.3
1582,4-5,4.0-4.4,4.0-4.1
1583,3-4,3.5-3.9,3.6-3.7
1584,3-4,3.5-3.9,3.6-3.7
1585,4-5,4.0-4.4,4.4-4.5
1586,4-5,4.5-4.9,4.4-4.5
1587,4-5,4.5-4.9,4.4-4.5
1588,4-5,4.0-4.4,4.2-4.3
1589,4-5,4.0-4.4,4.2-4.3
1590,4-5,4.5-4.9,4.6-4.7
1591,4-5,4.0-4.4,4.4-4.5
1592,3-4,3.5-3.9,3.6-3.7
1593,3-4,3.0-3.4,3.0-3.1
1594,3-4,3.5-3.9,3.4-3.5
1595,4-5,4.5-4.9,4.4-4.5
1596,4-5,4.5-4.9,4.8-4.9
1597,3-4,3.5-3.9,3.8-3.9
1598,4-5,4.0-4.4,4.2-4.3
1599,3-4,3.5-3.9,3.6-3.7
1600,4-5,4.0-4.4,4.0-4.1
1601,4-5,4.5-4.9,4.4-4.5
1602,4-5,4.5-4.9,4.4-4.5
1603,4-5,4.0-4.4,4.4-4.5
1604,4-5,4.5-4.9,4.6-4.7
1605,3-4,3.5-3.9,3.6-3.7
1606,4-5,4.0-4.4,4.4-4.5
1607,4-5,4.5-4.9,4.8-4.9
1608,4-5,4.5-4.9,4.6-4.7
1609,4-5,4.5-4.9,4.4-4.5
1610,3-4,3.0-3.4,3.2-3.3
1611,4-5,4.0-4.4,4.2-4.3
1612,4-5,4.0-4.4,4.2-4.3
1613,3-4,3.0-3.4,3.2-3.3
1614,4-5,4.0-4.4,4.0-4.1
1615,4-5,4.0-4.4,4.4-4.5
1616,4-5,4.0-4.4,4.4-4.5
1617,4-5,4.0-4.4,4.2-4.3
1618,4-5,4.5-4.9,4.6-4.7
1619,4-5,4.0-4.4,4.0-4.1
1620,3-4,3.5-3.9,3.6-3.7
1621,2-3,2.5-2.9,2.4-2.5
1622,3-4,3.5-3.9,3.6-3.7
1623,3-4,3.5-3.9,3.4-3.5
1624,3-4,3.5-3.9,3.6-3.7
1625,4-5,4.5-4.9,4.4-4.5
1626,4-5,4.0-4.4,4.2-4.3
1627,4-5,4.5-4.9,4.4-4.5
1628,4-5,4.5-4.9,4.4-4.5
1629,4-5,4.5-4.9,4.6-4.7
1630,4-5,4.5-4.9,4.4-4.5
1631,3-4,3.0-3.4,3.2-3.3
1632,4-5,4.0-4.4,4.0-4.1
1633,2-3,2.5-2.9,2.6-2.7
1634,4-5,4.0-4.4,4.2-4.3
1635,4-5,4.0-4.4,4.2-4.3
1636,4-5,4.5-4.9,4.4-4.5
1637,4-5,4.5-4.9,4.4-4.5
1638,4-5,4.0-4.4,4.2-4.3
1639,4-5,4.0-4.4,4.2-4.3
1640,4-5,4.0-4.4,4.2-4.3
1641,4-5,4.5-4.9,4.4-4.5
1642,4-5,4.5-4.9,4.6-4.7
1643,4-5,4.5-4.9,4.6-4.7
1644,4-5,4.5-4.9,4.4-4.5
1645,2-3,2.0-2.4,2.2-2.3
1646,4-5,4.5-4.9,4.4-4.5
1647,2-3,2.5-2.9,2.8-2.9
1648,4-5,4.5-4.9,4.4-4.5
1649,4-5,4.0-4.4,4.0-4.1
1650,4-5,4.0-4.4,4.2-4.3
1651,4-5,4.5-4.9,4.4-4.5
1652,3-4,3.5-3.9,3.6-3.7
1653,4-5,4.0-4.4,4.0-4.1
1654,3-4,3.5-3.9,3.6-3.7
1655,4-5,4.0-4.4,4.4-4.5
1656,4-5,4.0-4.4,4.2-4.3
1657,3-4,3.5-3.9,3.6-3.7
1658,3-4,3.5-3.9,3.8-3.9
1659,3-4,3.5-3.9,3.6-3.7
1660,4-5,4.0-4.4,4.2-4.3
1661,3-4,3.0-3.4,3.0-3.1
1662,4-5,4.0-4.4,4.0-4.1
1663,4-5,4.5-4.9,4.6-4.7
1664,4-5,4.5-4.9,4.8-4.9
1665,4-5,4.0-4.4,4.0-4.1
1666,3-4,3.5-3.9,3.6-3.7
1667,4-5,4.5-4.9,4.6-4.7
1668,4-5,4.0-4.4,4.0-4.1
1669,4-5,4.5-4.9,4.6-4.7
1670,4-5,4.5-4.9,4.4-4.5
1671,3-4,3.5-3.9,3.8-3.9
1672,4-5,4.0-4.4,4.2-4.3
1673,4-5,4.0-4.4,4.0-4.1
1674,3-4,3.5-3.9,3.6-3.7
1675,4-5,4.0-4.4,4.0-4.1
1676,4-5,4.0-4.4,4.0-4.1
1677,4-5,4.0-4.4,4.4-4.5
1678,4-5,4.0-4.4,4.2-4.3
1679,4-5,4.5-4.9,4.4-4.5
1680,4-5,4.0-4.4,4.2-4.3
1681,3-4,3.5-3.9,3.8-3.9
1682,4-5,4.5-4.9,4.4-4.5
1683,3-4,3.0-3.4,3.2-3.3
1684,4-5,4.0-4.4,4.2-4.3
1685,3-4,3.5-3.9,3.8-3.9
1686,3-4,3.5-3.9,3.8-3.9
1687,4-5,4.0-4.4,4.2-4.3
1688,4-5,4.5-4.9,4.4-4.5
1689,4-5,4.5-4.9,4.4-4.5
1690,4-5,4.5-4.9,4.4-4.5
1691,4-5,4.5-4.9,4.4-4.5
1692,3-4,3.5-3.9,3.6-3.7
1693,4-5,4.0-4.4,4.2-4.3
1694,4-5,4.0-4.4,4.0-4.1
1695,3-4,3.0-3.4,3.0-3.1
1696,4-5,4.5-4.9,4.4-4.5
1697,4-5,4.5-5.0,4.8-5.0
1698,4-5,4.5-5.0,4.8-5.0
1699,4-5,4.0-4.4,4.2-4.3
1700,4-5,4.0-4.4,4.4-4.5
1701,4-5,4.5-4.9,4.4-4.5
1702,4-5,4.5-4.9,4.4-4.5
1703,4-5,4.0-4.4,4.2-4.3
1704,3-4,3.5-3.9,3.6-3.7
1705,4-5,4.0-4.4,4.2-4.3
1706,2-3,2.5-2.9,2.4-2.5
1707,4-5,4.0-4.4,4.0-4.1
1708,4-5,4.5-4.9,4.4-4.5
1709,4-5,4.5-4.9,4.6-4.7
1710,4-5,4.5-4.9,4.4-4.5
1711,3-4,3.5-3.9,3.8-3.9
1712,4-5,4.0-4.4,4.0-4.1
1713,4-5,4.5-4.9,4.6-4.7
1714,4-5,4.0-4.4,4.0-4.1
1715,4-5,4.5-4.9,4.4-4.5
1716,4-5,4.5-4.9,4.4-4.5
1717,4-5,4.5-5.0,4.8-5.0
1718,4-5,4.5-4.9,4.4-4.5
1719,4-5,4.5-4.9,4.4-4.5
1720,4-5,4.5-4.9,4.4-4.5
1721,4-5,4.5-4.9,4.4-4.5
1722,4-5,4.5-4.9,4.4-4.5
1723,4-5,4.0-4.4,4.2-4.3
1724,4-5,4.5-4.9,4.4-4.5
1725,4-5,4.0-4.4,4.4-4.5
1726,4-5,4.0-4.4,4.2-4.3
1727,4-5,4.0-4.4,4.0-4.1
1728,3-4,3.0-3.4,3.0-3.1
1729,4-5,4.5-4.9,4.4-4.5
1730,4-5,4.0-4.4,4.2-4.3
1731,4-5,4.0-4.4,4.2-4.3
1732,4-5,4.0-4.4,4.4-4.5
1733,4-5,4.0-4.4,4.4-4.5
1734,3-4,3.0-3.4,3.2-3.3
1735,4-5,4.5-4.9,4.6-4.7
1736,4-5,4.0-4.4,4.2-4.3
1737,4-5,4.5-4.9,4.6-4.7
1738,4-5,4.0-4.4,4.4-4.5
1739,4-5,4.5-4.9,4.8-4.9
1740,4-5,4.5-4.9,4.4-4.5
1741,4-5,4.0-4.4,4.2-4.3
1742,4-5,4.0-4.4,4.4-4.5
1743,4-5,4.0-4.4,4.2-4.3
1744,4-5,4.5-4.9,4.6-4.7
1745,4-5,4.0-4.4,4.2-4.3
1746,4-5,4.5-4.9,4.4-4.5
1747,4-5,4.0-4.4,4.2-4.3
1748,4-5,4.0-4.4,4.2-4.3
1749,4-5,4.0-4.4,4.4-4.5
1750,4-5,4.5-4.9,4.4-4.5
1751,4-5,4.0-4.4,4.2-4.3
1752,4-5,4.0-4.4,4.4-4.5
1753,3-4,3.5-3.9,3.6-3.7
1754,4-5,4.0-4.4,4.2-4.3
1755,4-5,4.0-4.4,4.2-4.3
1756,3-4,3.0-3.4,3.2-3.3
1757,4-5,4.5-4.9,4.6-4.7
1758,4-5,4.0-4.4,4.0-4.1
1759,4-5,4.0-4.4,4.0-4.1
1760,3-4,3.0-3.4,3.2-3.3
1761,4-5,4.5-4.9,4.4-4.5
1762,4-5,4.0-4.4,4.0-4.1
1763,3-4,3.5-3.9,3.8-3.9
1764,4-5,4.5-4.9,4.4-4.5
1765,4-5,4.0-4.4,4.0-4.1
1766,4-5,4.5-4.9,4.6-4.7
1767,3-4,3.5-3.9,3.4-3.5
1768,4-5,4.0-4.4,4.4-4.5
1769,4-5,4.5-4.9,4.4-4.5
1770,3-4,3.0-3.4,3.0-3.1
1771,4-5,4.5-4.9,4.4-4.5
1772,4-5,4.0-4.4,4.4-4.5
1773,4-5,4.0-4.4,4.4-4.5
1774,4-5,4.5-4.9,4.4-4.5
1775,4-5,4.0-4.4,4.0-4.1
1776,4-5,4.5-4.9,4.6-4.7
1777,3-4,3.5-3.9,3.6-3.7
1778,4-5,4.0-4.4,4.4-4.5
1779,4-5,4.0-4.4,4.2-4.3
1780,4-5,4.0-4.4,4.2-4.3
1781,3-4,3.5-3.9,3.6-3.7
1782,2-3,2.5-2.9,2.6-2.7
1783,3-4,3.5-3.9,3.8-3.9
1784,4-5,4.0-4.4,4.0-4.1
1785,4-5,4.5-4.9,4.4-4.5
1786,4-5,4.0-4.4,4.4-4.5
1787,4-5,4.0-4.4,4.0-4.1
1788,4-5,4.0-4.4,4.0-4.1
1789,4-5,4.0-4.4,4.4-4.5
1790,3-4,3.5-3.9,3.4-3.5
1791,4-5,4.0-4.4,4.2-4.3
1792,4-5,4.0-4.4,4.2-4.3
1793,4-5,4.5-4.9,4.6-4.7
1794,4-5,4.0-4.4,4.4-4.5
1795,3-4,3.5-3.9,3.6-3.7
1796,4-5,4.5-4.9,4.4-4.5
1797,4-5,4.0-4.4,4.4-4.5
1798,4-5,4.0-4.4,4.4-4.5
1799,4-5,4.5-4.9,4.8-4.9
1800,4-5,4.5-4.9,4.6-4.7
1801,4-5,4.5-4.9,4.4-4.5
1802,4-5,4.0-4.4,4.4-4.5
1803,3-4,3.5-3.9,3.6-3.7
1804,4-5,4.5-4.9,4.6-4.7
1805,4-5,4.0-4.4,4.0-4.1
1806,4-5,4.0-4.4,4.0-4.1
1807,4-5,4.0-4.4,4.4-4.5
1808,4-5,4.0-4.4,4.2-4.3
1809,4-5,4.5-4.9,4.4-4.5
1810,4-5,4.5-4.9,4.6-4.7
1811,3-4,3.5-3.9,3.6-3.7
1812,4-5,4.0-4.4,4.0-4.1
1813,4-5,4.0-4.4,4.4-4.5
1814,4-5,4.0-4.4,4.2-4.3
1815,4-5,4.0-4.4,4.2-4.3
1816,4-5,4.5-4.9,4.6-4.7
1817,3-4,3.5-3.9,3.6-3.7
1818,4-5,4.0-4.4,4.2-4.3
1819,4-5,4.0-4.4,4.4-4.5
1820,4-5,4.5-4.9,4.6-4.7
1821,3-4,3.0-3.4,3.2-3.3
1822,4-5,4.5-4.9,4.4-4.5
1823,4-5,4.0-4.4,4.0-4.1
1824,3-4,3.5-3.9,3.6-3.7
1825,4-5,4.0-4.4,4.4-4.5
1826,4-5,4.0-4.4,4.2-4.3
1827,4-5,4.0-4.4,4.4-4.5
1828,4-5,4.5-4.9,4.4-4.5
1829,4-5,4.5-4.9,4.4-4.5
1830,4-5,4.0-4.4,4.2-4.3
1831,3-4,3.5-3.9,3.6-3.7
1832,4-5,4.0-4.4,4.4-4.5
1833,4-5,4.5-4.9,4.6-4.7
1834,4-5,4.5-4.9,4.4-4.5
1835,3-4,3.5-3.9,3.6-3.7
1836,4-5,4.5-5.0,4.8-5.0
1837,3-4,3.5-3.9,3.6-3.7
1838,4-5,4.5-5.0,4.8-5.0
1839,3-4,3.0-3.4,3.2-3.3
1840,4-5,4.0-4.4,4.0-4.1
1841,4-5,4.0-4.4,4.4-4.5
1842,4-5,4.5-4.9,4.4-4.5
1843,4-5,4.0-4.4,4.4-4.5
1844,3-4,3.5-3.9,3.6-3.7
1845,4-5,4.0-4.4,4.0-4.1
1846,3-4,3.5-3.9,3.6-3.7
1847,4-5,4.0-4.4,4.4-4.5
1848,4-5,4.0-4.4,4.4-4.5
1849,3-4,3.5-3.9,3.6-3.7
1850,4-5,4.0-4.4,4.2-4.3
1851,4-5,4.0-4.4,4.4-4.5
1852,4-5,4.0-4.4,4.4-4.5
1853,4-5,4.5-4.9,4.4-4.5
1854,4-5,4.0-4.4,4.2-4.3
1855,4-5,4.5-5.0,4.8-5.0
1856,4-5,4.5-4.9,4.6-4.7
1857,4-5,4.0-4.4,4.4-4.5
1858,4-5,4.5-4.9,4.4-4.5
1859,4-5,4.0-4.4,4.4-4.5
1860,4-5,4.0-4.4,4.2-4.3
1861,3-4,3.5-3.9,3.6-3.7
1862,4-5,4.0-4.4,4.2-4.3
1863,4-5,4.0-4.4,4.2-4.3
1864,4-5,4.0-4.4,4.4-4.5
1865,4-5,4.5-4.9,4.4-4.5
1866,4-5,4.0-4.4,4.2-4.3
1867,4-5,4.5-4.9,4.4-4.5
1868,3-4,3.5-3.9,3.6-3.7
1869,4-5,4.0-4.4,4.2-4.3
1870,3-4,3.0-3.4,3.2-3.3
1871,4-5,4.0-4.4,4.4-4.5
1872,4-5,4.0-4.4,4.0-4.1
1873,4-5,4.0-4.4,4.2-4.3
1874,4-5,4.0-4.4,4.4-4.5
1875,4-5,4.0-4.4,4.0-4.1
1876,4-5,4.0-4.4,4.2-4.3
1877,4-5,4.0-4.4,4.2-4.3
1878,3-4,3.0-3.4,3.0-3.1
1879,3-4,3.5-3.9,3.8-3.9
1880,4-5,4.5-4.9,4.6-4.7
1881,4-5,4.0-4.4,4.0-4.1
1882,3-4,3.5-3.9,3.8-3.9
1883,4-5,4.5-4.9,4.4-4.5
1884,3-4,3.0-3.4,3.2-3.3
1885,4-5,4.0-4.4,4.2-4.3
1886,3-4,3.0-3.4,3.0-3.1
1887,4-5,4.0-4.4,4.4-4.5
1888,3-4,3.5-3.9,3.8-3.9
1889,4-5,4.0-4.4,4.2-4.3
1890,4-5,4.5-4.9,4.4-4.5
1891,4-5,4.0-4.4,4.2-4.3
1892,4-5,4.0-4.4,4.2-4.3
1893,4-5,4.0-4.4,4.0-4.1
1894,4-5,4.0-4.4,4.2-4.3
1895,4-5,4.0-4.4,4.2-4.3
1896,4-5,4.0-4.4,4.2-4.3
1897,4-5,4.5-4.9,4.4-4.5
1898,3-4,3.5-3.9,3.4-3.5
1899,4-5,4.0-4.4,4.0-4.1
1900,4-5,4.0-4.4,4.4-4.5
1901,3-4,3.5-3.9,3.8-3.9
1902,4-5,4.0-4.4,4.4-4.5
1903,4-5,4.0-4.4,4.2-4.3
1904,4-5,4.0-4.4,4.0-4.1
1905,4-5,4.5-4.9,4.4-4.5
1906,4-5,4.5-4.9,4.6-4.7
1907,4-5,4.0-4.4,4.0-4.1
1908,4-5,4.5-4.9,4.4-4.5
1909,4-5,4.0-4.4,4.2-4.3
1910,4-5,4.5-4.9,4.4-4.5
1911,4-5,4.0-4.4,4.4-4.5
1912,4-5,4.5-4.9,4.6-4.7
1913,2-3,2.5-2.9,2.8-2.9
1914,4-5,4.0-4.4,4.0-4.1
1915,4-5,4.0-4.4,4.2-4.3
1916,4-5,4.5-4.9,4.6-4.7
1917,3-4,3.5-3.9,3.6-3.7
1918,4-5,4.5-4.9,4.6-4.7
1919,4-5,4.5-4.9,4.4-4.5
1920,4-5,4.0-4.4,4.4-4.5
1921,4-5,4.0-4.4,4.2-4.3
1922,4-5,4.0-4.4,4.2-4.3
1923,4-5,4.5-4.9,4.8-4.9
1924,4-5,4.0-4.4,4.0-4.1
1925,4-5,4.5-4.9,4.4-4.5
1926,4-5,4.0-4.4,4.4-4.5
1927,3-4,3.5-3.9,3.6-3.7
1928,4-5,4.0-4.4,4.0-4.1
1929,4-5,4.5-5.0,4.8-5.0
1930,3-4,3.5-3.9,3.6-3.7
1931,4-5,4.5-4.9,4.6-4.7
1932,4-5,4.0-4.4,4.4-4.5
1933,4-5,4.0-4.4,4.2-4.3
1934,4-5,4.5-5.0,4.8-5.0
1935,4-5,4.0-4.4,4.2-4.3
1936,4-5,4.5-4.9,4.4-4.5
1937,4-5,4.0-4.4,4.2-4.3
1938,4-5,4.0-4.4,4.0-4.1
1939,4-5,4.5-4.9,4.4-4.5
1940,3-4,3.0-3.4,3.0-3.1
1941,4-5,4.5-4.9,4.4-4.5
1942,4-5,4.0-4.4,4.0-4.1
1943,4-5,4.0-4.4,4.0-4.1
1944,4-5,4.0-4.4,4.0-4.1
1945,3-4,3.0-3.4,3.0-3.1
1946,4-5,4.5-4.9,4.4-4.5
1947,4-5,4.0-4.4,4.4-4.5
1948,4-5,4.0-4.4,4.2-4.3
1949,4-5,4.0-4.4,4.0-4.1
1950,4-5,4.5-4.9,4.4-4.5
1951,3-4,3.5-3.9,3.6-3.7
1952,4-5,4.0-4.4,4.2-4.3
1953,4-5,4.5-5.0,4.8-5.0
1954,4-5,4.0-4.4,4.4-4.5
1955,3-4,3.5-3.9,3.6-3.7
1956,2-3,2.5-2.9,2.6-2.7
1957,3-4,3.0-3.4,3.0-3.1
1958,4-5,4.0-4.4,4.0-4.1
1959,4-5,4.0-4.4,4.0-4.1
1960,3-4,3.5-3.9,3.4-3.5
1961,4-5,4.5-5.0,4.8-5.0
1962,3-4,3.5-3.9,3.6-3.7
1963,4-5,4.0-4.4,4.2-4.3
1964,4-5,4.0-4.4,4.4-4.5
1965,4-5,4.5-4.9,4.4-4.5
1966,4-5,4.0-4.4,4.4-4.5
1967,4-5,4.0-4.4,4.0-4.1
1968,4-5,4.0-4.4,4.2-4.3
1969,1-2,1.0-1.4,1.2-1.3
1970,4-5,4.5-4.9,4.4-4.5
1971,4-5,4.0-4.4,4.0-4.1
1972,3-4,3.5-3.9,3.6-3.7
1973,3-4,3.5-3.9,3.6-3.7
1974,4-5,4.5-4.9,4.4-4.5
1975,3-4,3.5-3.9,3.8-3.9
1976,3-4,3.5-3.9,3.6-3.7
1977,4-5,4.0-4.4,4.4-4.5
1978,3-4,3.5-3.9,3.8-3.9
1979,4-5,4.0-4.4,4.0-4.1
1980,4-5,4.5-4.9,4.4-4.5
1981,4-5,4.0-4.4,4.2-4.3
1982,3-4,3.0-3.4,3.0-3.1
1983,4-5,4.0-4.4,4.2-4.3
1984,3-4,3.5-3.9,3.4-3.5
1985,3-4,3.5-3.9,3.8-3.9
