,numerical
8683,3.0
6160,4.2
6600,3.0
7616,4.3
2263,2.8
6783,4.0
5598,5.0
154,4.7
62,4.9
2797,4.5
7003,4.0
1808,4.5
5485,4.3
885,4.0
7879,3.1
1556,4.2
5022,3.6
4,4.3
3525,4.1
3464,4.8
2900,4.6
761,4.0
1399,4.6
7059,3.8
2173,3.8
3150,4.4
2223,4.8
156,4.6
6447,4.5
417,4.2
5467,4.5
2089,4.2
3628,4.0
5862,4.7
1467,5.0
2133,4.3
9328,4.2
7758,4.5
358,4.6
881,4.3
6030,4.3
2189,4.2
1393,4.5
2648,4.0
8196,3.0
5806,4.6
7860,4.6
3231,4.5
1924,4.4
3475,4.4
4114,4.1
1259,4.5
2554,4.6
2055,4.3
7453,4.2
2332,5.0
6697,4.6
3718,4.2
9128,4.3
4065,4.1
6324,4.3
784,4.3
7849,4.4
5637,4.0
3575,4.3
433,4.2
565,4.0
4701,3.4
2049,4.4
2120,4.4
3913,4.2
7287,3.9
8008,4.4
7301,4.2
2777,4.0
1042,4.2
7801,3.8
6630,4.0
1677,4.5
2382,3.0
3397,4.2
5819,4.0
7818,3.9
9050,3.6
5885,3.8
4992,4.2
8991,5.0
9114,3.0
7266,4.6
3034,4.1
6836,4.4
8955,4.1
7002,4.1
7658,4.5
6459,5.0
8335,5.0
8863,4.4
6547,4.5
6074,4.0
5227,3.8
3714,4.2
8758,4.0
3564,4.5
262,3.5
4321,4.8
2896,4.4
8144,4.6
4588,2.9
757,4.2
138,4.5
4896,3.0
6713,2.8
8812,4.7
6181,3.9
3923,4.7
7329,4.0
1500,4.5
4793,4.2
259,3.8
3644,4.0
4323,3.8
587,4.4
8564,4.4
5443,5.0
6054,4.6
4481,4.4
2064,4.1
7641,4.3
7458,4.3
3538,4.4
2570,4.3
940,4.6
3778,4.2
5384,3.0
673,4.4
5558,2.5
2881,4.1
4881,5.0
1840,4.7
7422,3.0
1783,4.3
5094,4.9
1468,3.2
7918,4.2
4727,3.0
2936,3.9
1183,4.3
1884,4.6
3218,4.6
208,4.3
3501,4.5
3140,4.3
8888,4.1
6536,4.3
1658,4.5
5173,5.0
491,3.6
8737,3.9
4329,3.6
5820,3.9
1972,4.7
2710,4.3
6197,4.5
4919,3.1
4841,3.3
4477,4.2
3073,4.4
3176,4.2
4509,4.3
3107,4.6
8497,4.3
7948,4.3
2110,3.9
5195,4.4
6356,4.4
8316,4.2
5769,4.6
4261,4.3
3458,4.6
3332,3.9
5640,3.7
5463,4.0
2609,4.3
9140,3.9
4583,3.9
2264,4.3
7330,5.0
3659,4.1
748,4.5
8656,3.6
7031,5.0
2732,4.3
8887,4.3
8208,4.2
1373,4.1
7992,4.0
5244,4.5
6861,4.7
9080,4.1
248,4.1
5888,4.2
1958,4.4
8725,3.9
1862,4.4
4991,3.9
4792,4.4
3153,4.3
5060,4.3
2808,4.3
377,4.2
607,3.0
2287,4.3
939,4.2
5228,4.4
1179,4.6
1634,4.5
7615,4.2
1850,4.3
7654,4.3
8901,4.0
3675,4.4
4966,4.1
513,4.1
569,4.0
806,4.5
1157,4.5
3846,4.7
5469,3.7
3690,4.3
824,4.4
399,4.4
1278,4.6
6883,4.4
9268,4.4
6161,4.6
3997,4.4
8188,2.9
5196,4.6
6963,4.1
9082,4.6
1689,4.3
4391,4.0
5947,4.3
1248,4.5
5935,4.1
5329,4.1
5104,4.6
5741,3.4
3635,4.6
7788,4.6
4328,4.3
4495,4.8
7690,4.7
3016,4.3
2067,4.4
7762,4.4
3565,4.3
6102,3.6
5763,4.5
3437,4.0
825,4.3
2366,4.4
1841,4.6
1554,4.1
2952,4.2
5383,3.8
6069,5.0
7463,4.5
6691,3.6
5684,4.3
2855,4.0
9335,4.9
9318,4.3
4987,3.8
903,3.7
7443,3.6
7998,3.9
4056,3.9
4195,4.6
7988,4.5
4300,4.8
3389,4.4
2767,4.3
878,4.4
2418,4.4
1829,4.5
5359,4.4
5043,3.9
401,4.3
5720,2.6
7920,3.5
3906,3.3
1699,4.1
787,4.6
3779,4.9
3550,4.5
2168,4.6
1011,4.5
3465,4.5
6629,5.0
4818,4.7
4420,4.2
5581,3.3
7608,4.0
3238,4.3
4052,4.5
3467,4.4
8891,4.1
936,4.6
6429,4.2
90,4.6
6072,4.0
3077,4.4
2870,4.1
1400,4.5
2752,4.0
7572,3.1
4095,3.5
6754,4.5
2837,3.9
2781,4.6
5293,4.2
6253,5.0
9177,3.8
5495,3.2
2051,4.1
2050,4.3
3345,4.3
142,4.6
4053,4.1
2215,4.8
8808,4.7
3897,4.4
3748,4.1
3607,4.5
2803,4.4
389,4.2
7869,3.8
240,4.6
4812,4.2
960,4.6
7089,4.4
7966,4.4
5370,4.4
4433,4.4
6089,3.9
6302,4.6
6130,4.2
5201,4.3
2801,4.4
4094,3.2
9246,3.5
3444,4.4
3419,4.2
6406,4.4
1094,3.9
9073,4.6
2108,4.1
6990,4.2
3108,4.5
4589,4.6
1848,4.6
2875,4.1
3651,3.9
6159,4.1
1426,4.0
5335,2.7
5368,3.3
8905,4.3
6305,3.9
4943,3.9
4196,3.9
905,4.4
4183,3.9
6503,4.3
7071,4.5
7970,4.5
6023,3.7
747,4.4
634,4.8
5870,4.4
4370,4.2
238,4.1
4181,4.4
9003,4.5
3992,3.6
5658,4.3
85,3.2
7007,4.3
124,4.0
3326,4.6
5337,3.8
1892,4.5
490,3.9
778,4.5
7037,4.6
6009,4.1
4301,4.5
7941,4.0
7919,4.8
8395,4.4
8628,4.0
6592,4.7
8037,5.0
7848,4.5
4724,4.1
8558,3.9
7668,4.2
6591,3.9
1525,4.6
2156,4.5
6252,4.1
1690,4.4
6520,3.4
2201,4.1
9267,4.4
3053,4.4
7436,3.0
3265,4.4
4100,4.1
3982,4.4
3328,4.2
2128,3.9
953,4.5
733,4.4
7514,4.4
5191,4.4
6352,4.6
972,5.0
3285,4.2
5844,4.1
8003,3.0
515,3.5
2345,4.3
618,3.9
