,numerical
4761,4.7
8386,4.5
1597,4.3
228,4.4
4953,2.8
8740,4.0
434,4.5
521,4.2
5863,3.6
5651,4.5
4796,4.4
9050,3.6
1666,4.5
522,4.4
2672,4.5
4616,4.2
4903,2.6
7599,4.1
7406,3.0
5697,4.1
4266,4.3
4445,4.1
7216,3.9
2867,4.4
360,4.3
8197,4.7
9192,4.1
8116,5.0
9006,4.4
8737,3.9
3993,4.0
799,4.7
7290,4.4
2108,4.1
3381,4.3
4333,4.5
5129,4.3
8477,4.4
8183,4.1
5524,4.3
271,4.2
7838,3.8
393,4.3
4296,4.5
2859,4.8
1996,4.1
4757,4.4
618,3.9
47,4.2
1515,3.8
1736,4.8
7457,4.4
1977,4.5
3233,4.4
4717,3.7
8923,4.7
2490,4.0
2050,4.3
3861,4.4
8554,4.1
3477,4.5
1684,4.4
5374,3.3
4502,4.2
8237,4.5
5515,3.8
3167,4.0
5188,4.4
439,4.3
423,4.1
7725,3.9
4545,4.5
3144,4.5
3194,4.5
3015,4.7
221,4.2
8797,4.5
4647,4.3
5195,4.4
3304,4.2
1113,4.1
6998,4.3
7674,4.1
3196,4.1
2056,4.7
7568,3.4
1583,4.5
1173,4.5
9307,3.4
705,4.6
2612,4.4
7853,3.8
1879,4.0
1786,4.5
3291,4.2
5391,4.5
1582,4.4
2662,4.8
7475,4.2
8421,4.5
4334,1.8
8720,4.0
758,4.3
1956,4.8
5406,4.1
3610,4.4
2770,4.3
7454,4.3
7366,4.3
7809,3.9
6155,4.3
581,3.9
5087,4.5
5537,4.2
2394,3.6
691,4.5
3508,4.5
3944,4.2
5844,4.1
8468,4.4
2048,4.3
6588,4.5
3155,4.7
338,4.5
9280,4.4
3059,4.4
8219,4.5
5820,3.9
8001,4.2
4708,4.2
8746,3.5
7871,4.6
6403,4.2
917,4.1
7146,3.9
9317,4.1
4083,4.0
3903,4.5
384,4.1
3632,4.3
3838,4.4
5814,3.5
7236,4.1
5712,4.2
6299,4.5
4825,3.8
8944,4.5
1426,4.0
964,4.6
2681,4.5
7764,4.4
6064,3.4
4753,3.9
1018,3.6
1494,4.4
127,4.1
495,4.2
715,4.3
3270,4.1
2400,3.8
5716,2.9
4105,4.7
452,4.3
1445,4.6
1514,3.8
9186,3.2
3096,4.2
1561,4.5
7796,3.2
1239,4.2
4875,2.3
2840,4.3
2730,4.1
4506,3.6
3905,4.3
291,4.1
9094,3.9
5151,4.2
6010,4.4
1165,4.5
3926,4.5
1778,4.6
2348,4.9
9197,3.8
3164,4.5
7164,4.3
2351,4.0
593,4.8
61,4.6
840,4.3
8527,4.5
4721,4.2
5599,3.6
4638,4.6
7258,4.3
5153,4.7
6467,5.0
7341,4.3
4516,4.6
4559,4.6
8547,4.2
6557,3.6
6386,4.7
7845,4.7
195,4.6
2755,4.0
5316,3.5
433,4.2
569,4.0
1464,3.8
8306,4.5
2690,4.7
3046,4.5
1844,4.5
5233,3.7
309,4.7
456,4.2
7008,5.0
1185,4.5
2974,4.4
8257,4.1
2005,4.4
708,4.7
2317,4.2
4610,4.5
6106,3.8
2936,3.9
4573,4.3
7043,4.6
4216,3.3
7377,4.1
7937,3.4
574,4.4
7784,4.3
1437,4.3
960,4.6
7112,4.3
1504,4.5
7326,4.9
7421,4.0
7442,4.1
6714,4.1
4298,4.1
979,5.0
3657,4.0
16,4.5
8427,4.5
6745,4.7
4634,4.1
6353,4.9
1227,3.7
6566,4.7
5186,5.0
3180,4.5
2605,4.2
3157,4.6
5357,4.3
1428,3.9
1278,4.6
1960,4.6
4682,4.2
4806,3.9
7071,4.5
8757,4.4
1236,4.3
595,5.0
2268,4.0
7468,4.5
2450,4.5
1917,4.2
6076,1.8
1943,4.5
3554,3.5
4205,4.2
7850,4.3
7813,3.8
7539,4.6
400,4.6
6068,3.9
1096,4.1
5649,4.0
7973,4.5
2863,4.4
8525,3.8
7623,4.3
984,4.4
4112,4.4
744,4.2
1975,4.2
2357,4.3
4140,4.4
3166,4.5
7307,5.0
2779,4.2
8171,3.9
46,4.3
5353,4.4
3033,3.5
9359,4.5
4135,4.4
8244,4.0
3976,4.5
8907,4.1
1767,4.3
6724,4.6
3406,4.5
6303,3.9
65,4.3
6447,4.5
7544,5.0
6407,4.6
239,4.5
5308,4.1
5490,4.4
2712,4.5
3129,4.4
1023,4.0
1889,4.7
3173,4.1
8722,4.3
4579,4.3
6321,4.0
3001,3.9
3188,4.4
1944,4.5
9177,3.8
5619,4.8
7001,4.2
3148,4.2
264,4.6
3353,4.0
6599,5.0
1873,4.1
3542,4.3
2144,4.4
4524,4.4
5440,4.2
5200,4.7
1986,4.6
2204,4.4
8691,4.3
7059,3.8
6282,4.6
3236,4.6
3237,4.7
4913,3.8
77,4.9
2463,4.5
2482,4.3
6350,4.7
443,4.1
4395,3.3
5146,2.9
8725,3.9
4472,4.2
3020,4.3
3084,4.2
5889,4.8
6014,4.6
4758,4.3
5501,4.7
252,3.9
836,4.6
1420,3.4
3810,4.6
1036,4.2
862,3.0
2253,3.6
3857,4.3
1683,4.2
8812,4.7
3460,4.6
1704,4.4
3204,4.4
1566,4.5
7646,4.6
1885,4.2
2180,3.4
4654,4.7
1423,4.0
5811,4.0
4241,3.7
6636,2.8
3631,4.5
7487,4.5
7957,5.0
6601,3.9
3347,4.5
9026,4.5
2804,4.5
8063,4.4
2418,4.4
31,4.2
5038,4.6
5849,4.0
1156,4.4
131,4.6
5040,4.7
7651,3.7
3342,4.1
7935,4.0
2387,4.7
5584,4.4
1637,4.6
7816,1.8
616,4.1
3623,3.9
1486,4.6
4061,4.2
5822,4.0
4996,4.4
7993,3.5
2284,4.1
4267,4.4
3953,4.3
4222,4.1
861,4.3
6048,3.8
1011,4.5
2636,4.1
4144,4.0
863,4.1
887,4.4
8908,4.4
2564,4.2
3357,4.2
1301,4.5
1291,4.5
5733,4.5
8912,4.2
3327,4.5
4172,4.4
3080,4.5
5363,3.8
8827,3.6
2992,3.4
