,numerical
3783,4.6
8377,3.4
5004,3.4
3169,4.0
3110,4.3
8043,4.4
1792,4.7
3094,4.4
467,4.1
6686,4.4
7896,4.3
7070,4.0
654,4.8
4437,4.1
5036,4.7
7839,4.0
2159,4.4
4214,4.0
7512,4.6
1706,4.6
4888,2.9
5877,4.6
6242,5.0
8130,3.0
42,4.2
5850,2.3
2174,4.6
4080,4.3
2260,4.6
76,4.5
7367,4.2
9236,5.0
2798,4.2
3323,4.0
2161,4.5
454,4.3
2136,3.9
2682,4.4
1367,4.4
8569,4.3
3573,4.3
1370,4.6
248,4.1
7696,4.8
2740,3.9
4818,4.7
2714,4.6
3423,4.6
3329,4.0
4109,4.9
2909,4.4
5041,4.6
4396,4.1
2191,4.2
2820,4.4
2902,4.5
4895,5.0
5740,4.5
1453,4.4
8754,3.7
8429,4.2
7420,4.8
7960,3.7
8994,4.0
5309,3.3
6311,4.5
1345,4.4
8293,4.1
9163,3.7
7062,3.0
1639,4.6
8756,3.5
3333,4.2
4767,4.3
5009,4.3
8748,4.5
5054,4.4
3748,4.1
6554,5.0
2004,4.5
529,4.2
4350,4.5
1374,4.4
6067,4.5
967,4.6
3602,4.0
3849,4.7
4415,4.8
3299,4.6
2285,4.6
827,4.2
4625,4.1
6712,4.7
6627,1.9
996,4.7
875,4.3
5314,4.5
7393,4.0
4452,4.1
173,4.4
6019,4.1
4748,4.5
4143,4.8
2679,3.7
8894,4.3
1377,4.7
5532,2.4
8467,4.1
5721,4.4
7698,4.3
8659,3.7
3443,4.6
3453,4.8
340,3.7
6358,4.5
2631,4.4
8771,3.9
6635,4.2
6446,3.9
8738,3.8
4608,4.4
885,4.0
3220,4.6
3613,4.4
5624,4.2
8131,4.1
56,4.0
6814,1.9
4227,3.8
3601,4.4
6943,4.5
1985,4.5
1565,4.5
5095,4.0
5148,4.5
4323,3.8
3478,4.7
6532,4.7
5199,4.2
999,4.0
6244,4.8
3436,4.7
2246,4.5
9034,3.9
5392,4.5
8226,4.6
7829,4.6
3198,4.2
5870,4.4
821,3.7
8766,4.1
3648,4.5
297,4.5
9258,5.0
4725,3.4
8265,5.0
2427,4.4
2858,4.4
2164,3.2
3532,4.5
775,4.4
1004,4.2
8071,4.2
2350,5.0
1053,4.3
3355,4.7
1843,4.6
7587,2.9
4622,4.4
5859,4.0
1808,4.5
5503,3.9
8310,4.7
354,4.4
3855,4.7
4416,4.2
741,4.5
3575,4.3
5528,4.2
5221,3.8
1020,4.1
8798,4.2
8418,4.0
2290,4.5
2854,4.3
4964,4.4
5408,3.3
8184,4.6
8523,3.9
8187,4.0
5607,4.3
6472,3.8
3726,4.2
5012,4.8
5626,4.1
2074,4.1
4289,4.5
4966,4.1
7579,3.3
5625,4.6
9214,5.0
5261,3.7
8830,4.0
5343,3.6
3754,4.1
7196,4.7
8497,4.3
490,3.9
7611,4.6
398,4.3
8088,5.0
8500,5.0
552,4.6
7035,4.0
8705,4.4
5341,4.0
4385,4.8
7131,3.5
3660,3.9
212,4.4
1398,4.4
3655,4.1
2849,4.3
6549,3.8
5340,3.5
7240,4.6
4866,4.1
4182,4.0
1938,4.3
8304,4.0
3013,4.4
3171,4.1
1271,4.4
7321,4.2
1729,4.7
3560,4.4
3629,4.3
7782,4.0
3002,3.8
1876,4.4
5908,3.8
3951,4.6
3511,4.2
3510,4.0
3686,4.7
8141,4.0
5420,4.4
6540,4.5
3598,4.4
633,3.4
3197,4.1
8050,4.2
133,4.6
9172,2.0
4032,4.4
3076,4.6
5795,4.5
4651,4.5
3684,4.4
2871,4.4
880,3.7
1723,4.6
1048,4.6
3424,4.4
9327,4.0
2274,4.5
8592,3.0
2584,4.1
375,4.2
2476,4.2
358,4.6
867,4.0
6728,4.4
5014,4.8
3348,4.3
7668,4.2
8934,4.7
6453,1.5
3468,4.7
4274,4.5
8311,3.9
2201,4.1
1918,4.6
846,4.6
9273,4.2
2815,4.3
96,4.7
4398,4.1
3910,3.1
3032,4.4
2508,4.4
7976,4.1
7645,4.3
8236,4.4
3371,4.6
6720,4.7
7006,2.6
6506,4.4
7905,2.4
8284,4.4
6547,4.5
2994,3.6
8640,4.7
3053,4.4
1949,3.9
6185,4.4
4814,4.1
1941,4.5
2786,4.2
2331,3.7
5710,4.1
2445,4.2
1003,4.3
3209,4.6
1186,4.5
2738,4.1
2291,4.5
432,4.1
975,4.5
1320,4.6
493,3.6
2120,4.4
8585,4.2
6224,3.4
6166,3.9
5959,3.2
7501,3.8
1268,4.6
7282,4.7
2767,4.3
6200,3.9
8972,4.6
2054,4.6
3251,4.6
4179,4.5
2236,4.5
3841,4.2
5189,2.7
2081,4.8
4194,3.6
9167,4.3
3195,4.3
1314,4.5
2278,4.6
2853,4.7
1056,4.6
2276,4.6
4874,3.4
5453,3.7
6491,4.5
7324,4.3
3916,4.6
3751,4.3
4918,4.4
1384,4.1
1947,4.3
2458,4.4
2590,4.4
2221,3.7
1129,4.3
6332,4.1
9301,4.3
4400,3.8
2762,4.1
79,4.4
3039,4.2
6708,5.0
5028,4.3
1380,4.5
6431,3.0
9244,4.2
8095,5.0
925,4.1
4006,4.6
5831,4.6
6440,4.0
8916,4.2
3106,3.1
3534,3.7
5763,4.5
2701,4.2
9158,4.9
2776,4.6
5583,1.0
3683,4.3
388,4.3
1992,4.5
4629,2.8
8002,3.0
8115,4.7
4188,3.3
7139,4.3
1688,4.2
1184,4.2
3831,4.6
3643,4.2
9103,2.9
6561,4.0
3099,4.6
2078,4.4
9290,3.6
8041,4.1
2514,4.5
8529,3.9
1408,4.0
333,4.3
1703,4.6
3867,4.0
8526,4.0
2145,4.3
2307,4.3
1757,4.5
6558,4.3
272,4.3
9023,4.5
2124,4.1
4992,4.2
954,4.5
3898,4.1
7057,3.8
2110,3.9
4407,3.5
2001,4.3
1912,4.4
1657,4.4
4615,4.5
4956,5.0
6822,3.4
8142,4.9
4858,4.1
6909,4.6
4381,4.3
4829,2.0
236,4.3
776,4.4
8880,4.4
1207,4.5
5911,4.8
7149,3.0
6198,4.8
8286,4.4
5944,4.5
8843,4.2
2903,4.4
899,3.7
4469,2.5
5952,4.9
7533,3.8
5351,3.8
6656,3.9
2692,4.6
6132,4.0
3069,4.5
120,3.9
696,4.2
6459,5.0
3,4.5
4343,3.8
6309,4.3
483,3.5
5,4.4
5670,3.8
972,5.0
2736,4.4
4511,4.2
1127,4.5
2731,4.4
254,4.2
8051,4.5
1226,4.5
3011,4.0
3889,4.2
8520,4.1
2537,4.3
3670,4.4
7840,4.1
3564,4.5
2704,4.7
7584,4.4
6022,4.6
1689,4.3
8990,4.6
2414,4.4
2850,4.4
8159,3.3
1378,4.6
3597,4.0
3967,4.3
6612,4.7
8678,4.7
2495,4.4
2059,4.2
3667,4.2
1845,4.3
5743,3.7
2880,3.1
6037,4.0
8688,4.5
2613,4.0
7554,4.5
7727,4.9
4167,3.9
4925,4.1
6747,4.3
1577,4.3
4379,4.4
7018,4.6
2243,4.6
1235,4.0
8411,3.8
244,4.4
68,4.8
1687,4.7
6730,4.1
3426,4.4
3750,4.4
6919,4.4
4834,4.2
7807,4.9
132,4.5
6813,3.6
5681,4.3
1362,4.6
2060,4.7
8412,4.2
8326,4.4
2160,4.6
4782,4.6
6180,4.6
8799,4.3
3227,4.1
8027,4.4
7711,4.3
8083,3.5
3488,3.9
8297,4.3
6340,4.6
7219,4.5
2938,4.0
971,4.3
1730,4.6
5433,4.2
5437,3.8
5276,4.3
5780,4.6
7664,4.5
4823,4.4
7627,4.5
377,4.2
3430,4.1
2210,4.2
4292,4.4
4770,4.1
541,4.1
5030,4.8
57,3.9
689,4.4
314,4.4
2907,4.2
6265,3.8
1342,4.5
9138,4.4
4927,3.2
2140,4.3
5714,4.5
7797,3.8
5456,4.6
4632,4.8
3798,4.5
4316,4.2
3019,3.5
4375,4.5
7200,4.7
5491,4.2
2375,3.7
2349,4.6
5566,2.6
8267,2.4
2385,4.0
7785,4.2
6413,4.8
1837,4.4
5522,4.3
2052,4.0
8036,4.2
3260,4.2
2533,4.7
539,3.3
7023,4.3
7605,4.4
7835,4.6
5906,4.6
7474,4.8
4056,3.9
8695,3.6
4906,3.4
5980,4.3
8195,3.1
3265,4.4
7594,3.0
4329,3.6
2053,4.3
724,4.4
4361,4.3
719,4.2
8012,4.5
1971,4.4
3409,4.0
292,4.4
1803,4.3
3088,4.7
4655,4.5
952,4.0
6550,4.2
9040,4.0
6618,4.5
8128,3.9
7846,4.6
813,4.3
6863,4.3
1990,4.6
4204,4.1
3978,3.8
4310,4.2
3973,4.0
6894,4.2
4483,4.5
5961,4.2
6770,4.5
2734,4.0
4337,4.4
3172,4.3
6466,4.2
3733,4.3
2973,4.1
5805,4.1
3625,4.4
6974,4.3
145,4.6
7911,2.9
5144,4.0
2266,4.3
2213,3.5
3320,4.4
5071,4.5
4839,4.4
5426,4.8
8074,4.1
7997,4.0
4435,4.3
4533,4.2
1397,4.3
2101,4.4
4743,4.1
2623,4.4
7858,3.5
1424,4.0
7791,3.4
6837,2.0
1395,3.9
9348,4.0
7709,4.2
9218,4.6
2235,4.7
4731,4.8
2207,2.6
4877,3.4
4141,4.2
7851,5.0
1318,4.6
3421,4.6
7930,3.2
3517,3.9
2955,4.2
4926,3.6
7292,4.6
1932,4.5
5076,4.1
3178,4.2
401,4.3
247,4.2
1141,3.8
2068,4.3
4560,4.2
4118,4.4
823,4.5
2250,4.4
4734,3.7
726,4.2
261,3.8
6929,3.8
1658,4.5
6830,4.2
3562,4.4
2166,4.5
1907,4.6
8637,4.0
8915,4.3
4745,3.9
5957,4.3
769,4.1
8288,4.9
8708,4.1
2133,4.3
6507,4.4
7368,4.3
5591,2.9
4351,4.3
5016,4.6
2865,4.4
8417,3.4
8014,3.9
8082,4.4
1538,4.1
7760,3.9
6497,4.1
1752,4.6
2897,4.0
2084,4.5
4772,4.3
4815,4.7
8672,4.0
417,4.2
397,4.3
8363,4.6
2237,4.7
1717,4.3
8533,3.7
5973,3.5
4991,3.9
8378,4.0
7822,4.1
4081,4.7
5663,4.5
4331,4.4
5225,3.2
6374,4.5
8443,4.5
5695,4.1
235,4.6
2279,3.6
3279,4.6
4669,4.6
1908,4.6
8553,3.5
5435,4.1
5263,4.3
850,4.2
3012,3.9
9,4.7
7360,4.1
2028,4.4
1922,4.6
5011,4.2
267,4.1
7889,3.4
6119,4.4
4685,4.8
8388,4.8
1665,4.2
3097,4.1
977,4.8
8966,4.1
8233,4.2
2649,4.6
6681,4.2
5333,2.8
5647,4.4
7970,4.5
7436,3.0
6564,3.8
3929,4.3
5045,4.0
4306,2.7
5248,3.9
2920,4.4
555,4.2
2886,4.1
9127,4.4
8511,4.0
7638,3.9
5830,4.2
1211,4.5
5438,4.6
4668,4.4
720,4.1
3160,4.8
370,4.3
5372,3.4
2972,4.4
2924,4.5
1419,4.2
5442,4.6
7983,3.6
486,4.5
2844,4.0
3473,4.4
3791,4.4
1463,4.5
3738,4.2
8352,5.0
5589,4.4
6045,4.3
3519,3.9
1322,4.5
6764,4.2
3665,4.4
6051,4.3
6214,2.7
1316,4.4
6241,2.9
5678,4.1
8954,4.5
4480,3.9
3427,4.4
3074,4.4
4348,5.0
5595,4.2
5183,4.7
1936,4.6
6960,4.5
7634,4.0
8726,4.0
9085,3.7
2190,4.4
141,4.5
5561,4.7
5338,3.6
981,4.1
876,3.9
8461,4.4
1615,4.6
1280,4.4
520,3.5
4464,3.6
7197,4.5
2080,4.0
7270,4.0
3213,4.5
2042,4.5
1450,4.7
947,4.3
5197,4.1
468,3.7
7405,3.2
6215,3.8
8645,3.6
3863,3.7
8615,4.5
5065,4.2
4955,2.8
4442,3.0
3675,4.4
8215,4.1
4304,3.7
3756,4.5
9140,3.9
766,4.6
4359,4.8
2302,3.5
5628,4.0
3064,4.5
8440,4.3
1894,4.6
3639,4.2
3284,4.1
1911,4.2
1221,4.6
1390,3.7
4498,4.5
526,4.1
1764,4.3
515,3.5
8447,3.8
1940,4.4
1454,3.4
6015,4.4
3873,4.8
2525,4.2
5929,3.9
3379,4.5
6739,4.7
1624,4.7
1283,4.3
2822,4.1
9144,4.2
3134,3.8
5894,4.5
6953,5.0
1257,4.5
6207,5.0
5620,4.5
1626,4.5
3444,4.4
3467,4.4
7924,5.0
2680,4.3
1006,4.1
8156,3.2
8052,4.4
7547,3.9
5062,3.6
7618,4.5
4517,4.3
785,4.5
5661,4.3
8260,4.4
1222,4.2
8644,3.9
3437,4.0
7289,3.1
3123,3.5
5632,3.7
5474,4.1
2241,3.0
1126,4.7
2757,4.3
1233,4.5
3365,4.5
3790,3.8
5983,1.0
3079,4.5
7959,2.0
8084,4.1
4691,3.8
8185,4.3
3283,4.2
5278,4.5
151,3.3
9283,4.3
3731,4.1
5223,4.3
2923,4.3
770,4.5
1903,4.5
2643,4.4
4557,4.7
4344,4.2
8903,4.7
7355,4.3
408,4.1
6140,4.8
6966,3.6
8073,4.5
9011,4.1
4692,3.5
1431,4.3
9289,3.8
6510,4.4
612,4.2
6781,4.2
4108,4.7
5731,4.6
6397,2.8
5257,4.0
3055,4.1
9219,4.6
2416,4.3
6044,3.5
3920,4.5
3588,4.7
4007,3.7
4301,4.5
8292,4.0
7624,4.4
8539,4.1
2228,4.8
8610,4.9
5382,4.4
1655,4.6
4242,3.5
1188,4.0
2927,4.0
6982,4.3
3108,4.5
2645,4.5
6496,4.2
3617,3.6
728,4.2
2949,4.3
8040,4.5
3491,4.2
781,4.5
425,4.8
3289,4.0
1600,4.6
6169,4.2
878,4.4
3410,4.2
4131,4.5
664,4.3
117,4.4
430,4.5
3210,4.4
1709,4.5
7982,4.5
7564,4.4
9278,4.6
4358,3.7
3037,4.2
8711,4.2
2167,4.1
806,4.5
2687,4.4
8382,4.3
4125,3.7
3516,3.6
6133,4.5
4275,4.4
2585,4.5
4580,3.8
1130,4.0
4069,4.2
5614,4.2
5919,4.0
5725,4.6
6141,4.5
3651,3.9
2879,4.3
5361,4.1
4160,4.5
1652,4.5
2568,4.2
3900,4.6
7654,4.3
8648,4.2
1771,4.5
904,3.9
3699,3.7
6939,3.5
948,4.6
4794,4.5
7055,3.8
6349,4.5
348,4.1
2980,4.3
3228,4.7
4813,4.5
1414,4.6
1079,4.3
2957,3.5
1715,4.6
2630,4.7
3884,4.5
7749,4.5
8335,5.0
3394,4.3
8642,4.6
8186,4.6
6348,4.5
7461,4.0
6352,4.6
2155,4.4
4652,4.6
9120,4.2
8383,4.3
5751,4.5
1719,4.4
4850,4.8
7187,3.9
2620,4.2
7403,2.1
2353,4.0
3100,4.1
5650,4.4
8805,4.9
3200,4.6
5362,4.1
6338,4.0
2226,3.9
5415,5.0
3261,3.9
5512,4.4
8794,3.5
4207,4.3
3499,4.2
2885,4.3
8172,5.0
5401,4.0
3659,4.1
1763,4.4
4422,4.0
3290,4.2
2383,5.0
7860,4.6
7781,4.4
596,4.8
1550,4.4
5006,4.7
4233,3.5
5635,4.7
3486,4.4
5294,4.0
8366,5.0
4785,3.9
3826,4.1
575,4.2
5562,4.6
5540,4.5
2990,3.1
528,4.1
4936,4.4
1145,3.6
1748,4.6
1076,4.4
2015,4.5
8744,3.8
1216,4.2
2979,4.7
6438,4.1
119,4.5
8653,4.3
793,4.3
8950,4.9
6594,4.4
5493,4.2
3829,4.5
6383,3.9
883,3.8
122,4.6
4959,3.8
8901,4.0
8823,4.1
9263,4.5
686,4.6
4665,4.4
4561,4.3
7616,4.3
7947,4.8
7818,3.9
7867,4.6
4314,4.3
8487,4.5
7890,4.7
1055,4.6
929,3.9
5089,4.5
5642,3.7
5547,4.1
4,4.3
3192,4.1
6092,1.8
3267,4.3
7066,4.3
8008,4.4
2801,4.4
2632,4.2
8022,4.7
5489,4.6
4010,4.4
5206,4.3
4984,4.3
1799,4.6
7118,4.4
8479,4.1
7524,4.1
7132,3.8
6924,4.0
1214,4.7
3404,4.6
590,4.8
3923,4.7
3890,4.6
4319,4.4
906,4.3
2066,4.7
2915,4.3
6400,4.2
5202,4.3
8494,4.3
5536,3.5
1232,4.5
7398,3.9
6513,5.0
1027,4.2
2842,4.3
4695,3.3
7450,5.0
4003,4.4
2505,4.3
4284,3.9
4987,3.8
4300,4.8
3091,4.2
6025,4.4
7823,4.6
540,4.4
2596,4.1
5325,3.9
1925,4.5
6494,4.1
553,4.0
2947,4.3
6249,5.0
5994,3.0
8102,4.2
8274,5.0
4529,4.3
8542,4.4
3318,4.5
837,4.1
4220,4.3
1477,3.1
2678,4.4
162,4.4
3150,4.4
1770,4.5
3042,4.4
9277,4.3
8422,4.4
4928,4.4
4019,4.2
2874,4.3
1979,4.3
5794,5.0
585,3.9
7518,4.4
6312,4.7
1900,4.4
2150,4.3
135,4.2
3537,4.5
3470,4.4
9342,4.1
6632,3.9
3116,4.4
1040,4.3
2389,4.7
201,4.1
1205,4.5
5397,4.3
752,4.4
8902,4.3
640,3.5
4450,3.0
313,4.5
7429,5.0
3563,4.3
8976,3.9
1124,3.1
9060,4.3
9162,3.9
2706,4.6
3593,4.2
1133,4.7
2665,4.7
2292,4.2
1309,4.6
8270,3.0
17,4.3
8692,2.3
3263,4.1
9345,4.0
4844,4.4
8696,3.0
4961,4.8
868,4.4
3208,4.2
8909,4.6
5999,4.0
1012,4.3
7883,4.5
7093,4.6
8792,3.7
5145,4.5
8410,3.5
237,4.5
6735,4.0
3497,4.3
6371,4.1
2626,4.4
578,3.9
3582,3.9
7020,4.7
6754,4.5
1777,4.3
7731,4.2
1109,4.6
3595,4.6
4766,3.4
1007,4.0
9341,4.8
2876,4.0
9169,4.6
4942,3.5
8979,4.7
1284,4.6
5581,3.3
5893,4.3
8865,4.4
1611,4.4
4147,4.5
9242,4.1
1366,4.0
9146,3.7
7794,4.0
6100,4.5
169,4.6
4230,4.8
6248,5.0
1009,4.4
3945,4.4
3377,4.6
3010,4.5
3931,4.3
4633,4.3
5267,4.2
6531,4.7
3102,4.2
6485,3.5
2287,4.3
100,3.9
9071,4.4
2698,4.4
3326,4.6
8350,4.9
265,4.3
4079,4.7
4372,3.5
1516,3.7
5926,4.8
1732,4.5
4887,3.4
4930,4.4
4151,4.0
1780,4.4
3334,4.3
6771,4.7
6926,3.9
4700,3.6
1220,4.6
2343,5.0
7811,3.2
1766,4.6
3313,4.4
8362,5.0
2141,4.2
8034,4.2
4253,4.4
9105,4.2
3249,4.3
4749,4.6
3877,4.5
7048,4.7
5772,4.7
7908,4.0
2134,4.3
5273,4.1
3797,4.4
9232,3.4
673,4.4
7195,4.7
8964,4.5
6354,4.2
274,4.4
6137,4.4
3512,4.3
4224,4.4
5916,5.0
6925,4.5
6589,4.7
7402,3.6
1886,4.5
4943,3.9
3060,4.2
2524,4.2
7498,3.6
6193,2.8
2043,4.2
3117,4.2
504,2.5
1927,4.4
1818,4.6
3052,3.6
3362,4.4
154,4.7
6030,4.3
2070,4.3
1435,4.5
7297,1.9
6575,3.5
7966,4.4
2952,4.2
712,4.6
1878,4.6
8486,4.2
2652,4.5
3540,4.6
4460,4.3
1213,4.7
3415,4.4
646,4.1
6914,3.6
7734,4.4
3736,4.4
2014,4.3
7995,4.0
208,4.3
8793,4.3
3072,4.4
2417,4.6
4589,4.6
819,4.4
4696,3.4
4391,4.0
3398,4.2
213,4.7
3663,4.5
5204,3.8
7039,3.8
5917,4.6
1817,4.5
6228,1.8
2918,4.3
1791,4.5
5488,4.3
5576,4.8
6189,3.9
3627,4.6
7266,4.6
9046,3.9
6313,5.0
907,3.9
6086,4.0
7010,4.3
4944,4.6
4261,4.3
2245,4.8
751,4.6
9274,4.4
3140,4.3
3850,1.7
1720,4.4
8199,4.7
8536,3.5
3608,3.9
3735,4.4
1357,4.5
4863,4.3
7352,5.0
6016,1.9
1937,4.5
5557,4.3
3917,4.8
3447,4.4
9196,5.0
6134,4.7
3897,4.4
3594,3.4
2082,3.8
716,4.2
4986,3.7
5686,4.0
9068,2.1
3902,4.5
4613,4.6
4951,4.4
5912,4.4
5968,4.9
762,4.2
8503,4.2
1348,4.1
6326,4.2
5377,3.5
2816,4.4
7593,2.5
4190,3.5
1372,4.6
5876,4.1
5885,3.8
8343,4.9
2325,3.8
3445,4.6
5988,4.7
8485,4.3
2123,4.5
1613,4.5
1747,4.4
5806,4.6
9246,3.5
9024,5.0
9286,4.3
3781,4.6
6159,4.1
5459,4.3
5143,3.6
2834,4.2
3201,4.5
1681,4.8
7508,2.3
2870,4.1
2766,4.2
6395,3.4
3300,4.5
3457,4.6
1806,4.5
9205,3.2
5606,4.4
7464,4.7
1123,4.2
4838,2.0
3385,4.3
1762,4.4
7729,3.4
7021,5.0
8558,3.9
7417,5.0
1841,4.6
6535,3.6
4364,4.7
5427,5.0
579,4.1
8370,4.0
2931,4.2
916,3.9
8758,4.0
8895,4.5
1568,4.5
7903,3.2
8736,3.6
6476,5.0
5445,3.5
217,4.2
4688,4.8
7786,3.3
923,3.9
4693,3.3
7754,4.0
518,4.1
8323,3.5
1092,4.3
3996,4.5
2831,4.5
5974,4.4
7572,3.1
8947,4.9
5365,4.4
1654,4.7
2914,4.4
6500,4.3
2872,4.0
6840,4.4
857,3.7
6305,3.9
3799,4.5
2595,4.1
4800,4.0
8120,4.3
3245,3.7
7941,4.0
5102,4.7
6451,3.7
211,4.2
6903,4.0
3240,4.6
6758,3.6
8037,5.0
2367,4.5
3715,4.2
6368,3.5
4674,3.9
7098,2.6
4715,3.4
6238,4.5
404,4.5
7552,4.1
6018,4.5
5585,4.2
8135,4.5
1579,4.2
2836,4.2
2112,4.4
5574,5.0
5826,4.7
2709,4.3
9073,4.6
9099,4.5
66,3.9
4040,4.0
2147,4.4
5603,4.8
8107,4.0
508,4.4
392,4.3
6978,4.1
5077,4.5
7007,4.3
4153,4.0
5133,4.3
1140,4.3
931,3.7
350,4.3
8957,5.0
7687,4.7
8931,4.5
7106,4.5
8906,4.1
1080,4.3
1341,4.0
3952,4.4
8641,4.2
4752,3.7
3485,4.6
5184,4.3
9107,3.6
7072,4.6
1059,4.4
2065,4.2
4479,3.9
170,4.4
6075,4.4
7699,4.2
7295,4.1
5005,4.5
1584,4.4
9055,4.4
3999,4.3
5550,4.2
2754,4.1
3612,4.3
1085,4.3
3214,4.7
8537,4.0
4099,4.1
1669,4.2
2039,4.3
3295,4.4
6996,4.3
36,4.7
4174,4.5
828,4.5
2697,4.6
8595,4.6
1562,4.5
7967,3.8
5866,5.0
6824,2.9
1429,4.4
7909,3.7
2753,4.1
8483,4.6
2965,4.1
2126,4.2
253,4.2
2146,4.3
2496,4.1
619,3.9
2576,4.5
5732,2.3
6948,3.3
3029,4.4
6726,4.6
697,4.5
4046,4.5
3710,4.4
3345,4.3
1612,4.6
7828,3.0
1333,4.1
8749,4.7
1983,4.5
4862,4.3
3146,4.4
2875,4.1
200,4.3
2888,4.5
2132,3.8
8886,4.6
2699,4.5
7046,2.0
3528,4.5
4756,4.5
1250,4.4
7082,4.3
5360,3.4
5638,4.2
2574,4.4
7799,3.9
822,3.9
1769,4.6
5971,4.3
4626,2.2
482,4.4
6887,4.3
6144,5.0
5516,4.2
5728,1.7
913,4.1
8189,4.1
