,numerical
6768,4.1
2729,4.3
6027,4.3
7554,4.5
5554,3.7
8129,4.5
4249,4.4
3213,4.5
6372,4.5
8269,4.0
4856,4.1
7769,4.4
2954,3.9
8679,3.7
418,4.3
385,4.3
3086,4.2
952,4.0
4648,4.1
1372,4.6
3283,4.2
697,4.5
225,4.2
7770,4.5
5667,4.4
3277,4.1
1216,4.2
2488,4.2
7366,4.3
3546,4.6
3377,4.6
817,4.3
3991,4.2
2327,4.4
5657,4.6
6271,3.7
6661,2.8
7954,4.2
7513,4.1
5999,4.0
689,4.4
8375,4.2
5896,5.0
206,4.4
7765,4.3
4862,4.3
2821,4.2
1326,4.5
3244,4.3
8089,4.8
5600,3.9
6371,4.1
8064,4.3
887,4.4
3799,4.5
7118,4.4
8177,5.0
1649,4.4
9,4.7
1114,4.6
4215,4.4
792,4.6
4598,4.3
6654,4.1
8959,4.5
47,4.2
3862,4.6
1885,4.2
964,4.6
7881,4.4
5222,4.3
3492,3.7
2212,3.0
7573,3.2
438,4.3
4151,4.0
7612,4.7
9211,4.1
9200,5.0
1255,4.4
6468,4.2
1480,4.3
3336,4.2
67,4.2
1319,4.6
1837,4.4
1560,4.6
1551,4.2
8251,4.4
2158,4.2
6276,4.7
1017,4.5
2524,4.2
4534,4.7
6961,4.2
3260,4.2
3942,4.3
7968,4.2
520,3.5
1414,4.6
8120,4.3
5519,4.4
4851,4.0
5342,3.8
9338,4.2
5563,4.4
7610,4.3
988,3.8
77,4.9
8000,3.6
5811,4.0
5216,4.6
8266,4.1
1692,4.1
7750,4.4
856,4.2
1823,4.7
1694,4.5
2723,4.3
8461,4.4
1542,3.8
7626,4.0
8943,3.3
1615,4.6
5681,4.3
6091,2.1
2240,3.5
5520,4.7
1854,4.5
3796,3.7
7857,4.5
1257,4.5
4359,4.8
8033,4.2
5037,4.7
2188,4.6
4671,4.3
1909,4.4
743,4.3
3919,3.9
4138,4.8
4678,4.5
6966,3.6
5230,3.4
2101,4.4
5410,4.0
4428,4.5
2709,4.3
3406,4.5
4276,4.6
4499,4.2
9099,4.5
5194,3.8
1737,4.1
4498,4.5
3426,4.4
874,4.0
1287,4.6
9248,4.4
8244,4.0
8398,4.5
965,4.9
7449,3.8
9005,4.3
2958,4.0
5291,4.5
4557,4.7
5076,4.1
7427,4.1
1839,4.6
3051,4.5
6522,3.4
5755,3.9
1501,4.2
5641,3.4
3952,4.4
1832,4.3
8090,4.6
3282,4.6
355,3.9
5578,4.1
7351,4.5
676,3.8
6985,4.3
3276,4.4
8141,4.0
3448,4.7
285,4.5
2593,4.6
6756,4.6
3852,4.0
820,4.0
791,4.4
8153,3.5
7336,4.2
8789,4.4
8585,4.2
6422,4.2
5493,4.2
657,4.6
4288,4.6
1082,4.4
7944,4.9
4061,4.2
8771,3.9
1991,4.6
3865,4.0
6550,4.2
7789,4.1
2170,4.4
1350,4.2
8948,4.3
3367,4.6
1265,4.5
1185,4.5
8021,4.5
5718,4.2
8975,3.9
678,4.7
8051,4.5
6272,3.1
5797,4.6
5251,4.5
6346,4.7
5363,3.8
2967,4.5
3650,4.3
9029,4.5
2845,4.0
1261,4.4
2167,4.1
2428,4.6
1137,4.4
2301,4.1
9359,4.5
3848,4.7
4507,4.2
5876,4.1
4999,4.9
232,3.8
6856,4.4
4954,4.6
6851,4.6
5803,4.6
8923,4.7
5221,3.8
6494,4.1
8327,4.3
201,4.1
4956,5.0
686,4.6
1140,4.3
962,4.6
4363,4.1
5939,4.4
3309,4.3
6126,4.3
1499,3.7
4204,4.1
6116,3.7
9161,4.8
3220,4.6
5515,3.8
7215,4.3
8276,3.7
9066,4.2
3443,4.6
1298,4.1
5033,4.7
2413,4.2
1232,4.5
7078,3.9
1251,3.9
847,3.6
2784,4.2
7229,4.5
6465,4.5
205,4.5
5932,4.8
935,4.3
1461,4.4
7337,4.3
789,4.2
996,4.7
4539,4.6
2632,4.2
3473,4.4
3035,4.6
3160,4.8
5782,4.3
5331,3.1
4830,4.3
6899,4.2
5180,4.6
2843,4.0
5548,4.1
4911,3.9
5941,5.0
3934,4.5
6807,4.3
3833,4.1
4267,4.4
4336,3.9
253,4.2
2180,3.4
9173,3.6
8466,4.5
8445,4.6
4985,4.2
11,4.4
8300,4.3
3317,3.2
3027,4.2
6860,3.8
5468,4.3
1038,4.6
3470,4.4
3159,4.6
2598,4.1
2464,3.6
3170,4.4
6752,3.3
6000,3.1
310,4.4
477,4.4
3984,4.2
4541,4.5
5320,3.8
5773,4.2
7535,4.2
4350,4.5
4515,3.8
1871,4.5
6262,2.2
8401,4.2
6024,3.9
1492,3.0
7644,4.2
8399,4.2
7962,4.5
2511,4.0
731,4.7
2169,4.5
6484,3.2
3967,4.3
859,3.7
3045,4.4
216,4.3
562,3.4
8004,4.0
4063,2.8
6416,4.0
5659,3.8
1078,4.5
1691,4.1
6776,4.2
2921,4.2
2367,4.5
214,3.8
4826,3.5
3165,4.4
3138,4.2
3368,4.4
662,4.4
1766,4.6
5081,3.7
4427,4.3
5672,4.0
5006,4.7
6280,4.4
740,4.7
2048,4.3
3624,3.9
2682,4.4
6574,4.9
3485,4.6
8216,4.6
961,4.1
3076,4.6
2559,3.8
2496,4.1
1494,4.4
9236,5.0
688,4.5
4892,3.9
7149,3.0
6417,4.6
2079,4.3
1264,4.5
1363,4.7
1651,4.4
8796,4.0
4143,4.8
8464,4.7
3221,4.5
592,4.7
5785,2.9
3361,4.5
3378,4.2
3270,4.1
1782,4.4
6402,4.1
5471,3.8
3407,4.4
4045,4.4
3155,4.7
2740,3.9
4698,1.6
6816,3.2
374,4.1
714,4.6
3346,3.9
8947,4.9
769,4.1
3215,4.4
9159,1.5
985,4.4
3924,4.4
3058,4.3
2770,4.3
9018,4.4
330,4.3
927,3.8
8193,2.4
9036,4.2
7607,4.7
663,4.4
430,4.5
9266,4.4
8897,4.0
4008,3.0
4795,4.3
4618,4.7
1226,4.5
2999,3.6
8149,5.0
396,4.2
2869,4.2
2716,4.6
3173,4.1
3831,4.6
97,4.9
315,4.2
282,4.4
3031,4.3
2506,4.3
2624,4.5
2088,4.2
2663,4.0
2669,4.5
2852,4.6
8767,4.2
4527,2.5
7553,4.2
4361,4.3
4450,3.0
4986,3.7
2500,4.2
8442,4.2
1754,4.5
7076,4.4
8651,4.2
4033,2.9
3692,4.1
7349,3.4
3305,4.2
3669,4.4
4632,4.8
3728,3.9
9233,4.6
871,3.9
7331,4.3
3161,3.9
5566,2.6
4768,4.9
2161,4.5
4335,4.7
7467,3.9
4124,4.8
3773,4.3
3002,3.8
5997,4.1
7437,4.1
3030,4.3
1077,4.6
8586,4.6
2832,4.4
8357,4.1
7282,4.7
9064,5.0
3251,4.6
4473,4.2
7606,4.7
873,4.2
1161,4.6
6892,3.7
1727,4.6
5211,4.7
6256,3.5
4531,4.5
2190,4.4
3678,4.4
682,4.3
2027,4.3
391,4.5
1442,4.1
194,4.2
3041,4.4
2617,4.5
3819,4.2
8722,4.3
8620,4.4
8907,4.1
2856,4.5
3932,4.6
268,4.5
4009,4.6
9085,3.7
4604,4.1
1858,4.4
8503,4.2
5759,4.1
6793,4.5
1213,4.7
5226,4.0
3072,4.4
1971,4.4
1825,4.4
8517,3.7
4783,4.2
6395,3.4
7548,4.2
6765,4.0
8747,3.0
8669,2.7
5002,3.6
6552,3.5
2990,3.1
4619,4.4
5063,3.9
8980,3.9
3040,4.4
6222,4.1
3724,4.6
1708,4.2
1681,4.8
6354,4.2
2680,4.3
1055,4.6
2415,4.4
4861,4.1
6882,4.1
906,4.3
835,4.2
2288,4.7
2096,4.4
1047,4.7
2124,4.1
6300,4.2
1736,4.8
5108,4.4
5686,4.0
6183,3.1
436,4.5
2573,4.5
7701,4.1
799,4.7
5525,4.1
4049,4.3
1286,4.5
2035,4.1
4726,3.0
6383,3.9
8916,4.2
5003,4.1
3203,3.5
2392,4.4
3929,4.3
9086,4.2
6769,4.6
5038,4.6
1308,4.5
4466,4.0
1060,3.9
8194,4.2
4082,4.4
4612,4.5
6415,4.3
8383,4.3
1110,4.2
517,3.3
4760,4.7
3677,4.3
7062,3.0
1733,4.6
4132,4.7
8838,4.2
2997,3.7
9011,4.1
5369,3.3
7937,3.4
892,4.5
3574,4.1
261,3.8
148,4.7
3536,3.6
159,4.7
8264,4.3
7731,4.2
296,4.4
8255,4.1
3144,4.5
4379,4.4
5205,4.0
2233,4.5
4153,4.0
8071,4.2
8937,4.4
1313,4.2
4416,4.2
2236,4.5
9247,4.6
5353,4.4
6432,3.9
1234,4.6
6063,4.7
1000,3.6
7771,4.6
108,4.3
6370,4.7
8859,4.3
7917,4.5
6378,4.5
3515,4.3
8666,3.6
107,4.2
8934,4.7
394,4.3
8636,4.5
2915,4.3
9311,4.0
3520,3.7
8207,4.2
280,4.1
9035,4.2
3544,4.4
2185,5.0
5884,4.0
6015,4.4
992,3.3
4667,4.4
7549,4.3
4251,4.0
3867,4.0
8159,3.3
770,4.5
609,5.0
3433,3.9
8745,4.1
5795,4.5
2509,4.2
1951,4.5
4037,4.3
5102,4.7
2037,4.5
386,4.3
9238,3.8
4157,4.6
6134,4.7
7539,4.6
250,3.8
1750,4.4
2827,4.3
4657,4.5
2824,4.7
5981,4.3
5459,4.3
318,4.7
3017,3.7
3611,3.9
3794,4.1
8719,4.9
6601,3.9
2360,4.6
1341,4.0
2681,4.5
6385,4.6
1057,4.7
979,5.0
8440,4.3
7139,4.3
2880,3.1
1104,4.4
3222,4.7
7971,4.6
5542,4.6
2066,4.7
4099,4.1
5922,4.0
8434,4.3
497,3.4
3943,4.6
4118,4.4
2640,4.6
2718,4.4
5586,4.4
5808,4.0
5386,4.2
6529,4.6
8629,4.7
7546,4.1
2576,4.5
3824,3.3
5568,3.8
4815,4.7
7281,3.3
4832,4.0
7963,3.1
5697,4.1
2651,4.4
2426,4.3
2181,4.3
4847,3.9
3354,4.4
4388,4.7
862,3.0
4324,3.1
1923,4.4
7144,4.4
1907,4.6
816,3.4
4720,4.3
3337,4.4
7851,5.0
9277,4.3
8743,4.9
4907,3.8
2281,4.4
4384,4.1
21,4.7
8336,3.8
3048,4.4
7577,3.2
9175,3.8
4083,4.0
9355,4.0
796,4.4
6921,4.2
4291,3.6
6133,4.5
6241,2.9
3790,3.8
2868,4.2
654,4.8
2924,4.5
9032,3.8
2361,4.5
6787,4.5
1865,4.5
193,4.2
3708,4.4
6497,4.1
4533,4.2
608,4.1
4736,3.8
3046,4.5
8138,5.0
5903,4.6
9207,4.2
3845,4.6
6749,4.4
2333,3.0
3928,4.6
1577,4.3
1019,4.2
914,3.9
3371,4.6
7304,5.0
1103,4.6
2572,4.1
5582,4.0
1522,4.7
5426,4.8
2427,4.4
8146,4.1
3975,4.4
1184,4.2
1532,4.7
7597,5.0
9285,3.9
6720,4.7
5333,2.8
5761,3.7
8785,3.7
1779,4.7
1968,4.5
9120,4.2
2679,3.7
8259,3.9
6648,4.0
1163,4.5
352,4.2
2564,4.2
3518,4.8
7020,4.7
4155,4.0
886,3.9
701,4.3
3889,4.2
3513,4.3
9353,3.8
1466,3.7
4670,4.2
1102,4.6
19,4.0
1592,4.5
1734,4.2
6594,4.4
3013,4.4
2030,4.3
9219,4.6
1583,4.5
6412,4.2
1052,4.3
2558,4.3
6303,3.9
7692,4.7
5275,4.4
4978,4.1
6837,2.0
9281,4.1
4634,4.1
8618,4.8
3037,4.2
3634,4.1
7347,4.7
4373,4.1
7520,5.0
160,4.5
1565,4.5
4154,4.5
4122,4.3
3627,4.6
3857,4.3
4877,3.4
3925,4.4
3021,4.7
5139,5.0
1135,4.3
1678,4.7
3951,4.6
2890,4.4
7086,4.3
6874,3.8
1780,4.4
8733,3.5
6019,4.1
4902,3.5
3169,4.0
1035,4.6
5241,3.8
1211,4.5
534,4.1
1833,4.5
5049,3.8
8469,4.1
7682,4.3
1742,4.0
5979,5.0
1314,4.5
2941,4.2
5150,4.7
6131,4.8
9127,4.4
8085,4.6
8465,4.2
6597,4.0
8748,4.5
2320,4.4
6905,3.8
1719,4.4
2304,4.0
4216,3.3
6049,4.5
3374,4.1
1329,4.1
267,4.1
9187,4.7
149,4.2
4915,4.0
3815,4.5
2309,4.6
1064,4.5
5766,2.4
9145,3.8
1653,4.6
3142,4.5
8415,4.4
8914,3.7
4964,4.4
8297,4.3
3126,3.9
1007,4.0
3763,3.8
4010,4.4
2262,4.7
7145,4.6
4240,4.5
3410,4.2
5617,4.3
5156,3.7
732,4.6
540,4.4
6178,4.3
8925,4.0
602,1.0
8043,4.4
7004,4.4
1444,4.4
4723,4.1
317,4.4
6553,4.1
4238,4.5
5873,4.3
5479,3.6
63,3.9
7923,3.6
971,4.3
6772,4.3
5007,4.5
5521,4.5
4072,4.5
9232,3.4
4318,4.0
4855,4.3
1292,4.6
1986,4.6
1693,4.2
4174,4.5
1304,4.0
7950,4.0
73,4.6
1127,4.5
8622,4.3
5723,4.7
5801,2.4
1795,4.6
3422,4.4
3532,4.5
2211,4.7
716,4.2
5362,4.1
8253,4.2
4275,4.4
449,4.2
1749,4.9
6627,1.9
4274,4.5
1349,4.1
6269,3.0
6101,4.6
9297,4.2
7989,4.8
2026,4.4
195,4.6
8739,3.8
8471,3.5
2689,4.5
1162,4.1
2646,4.1
5514,3.9
4128,4.2
3381,4.3
3043,4.4
7806,3.6
8643,4.5
679,4.5
8986,4.4
8996,4.9
3174,4.3
1202,4.8
1378,4.6
5995,4.2
2639,4.5
8816,4.4
8970,4.6
2407,4.4
6745,4.7
8302,3.9
3735,4.4
25,4.1
4424,3.8
2452,4.2
919,4.4
1165,4.5
1267,4.3
2475,4.5
4555,4.6
311,3.5
2381,3.8
6625,4.3
5934,4.4
4633,4.3
9196,5.0
6514,4.4
1822,4.6
8228,4.2
273,4.2
4758,4.3
5496,4.0
2085,4.8
3655,4.1
8353,4.1
9121,4.7
6944,4.6
6782,4.2
2720,4.3
9283,4.3
5963,4.9
7999,4.5
3727,4.6
6537,3.6
3910,3.1
8711,4.2
74,4.5
7,4.1
3771,4.4
4975,4.4
7858,3.5
597,5.0
2722,3.9
1089,4.2
2177,5.0
4068,4.7
3424,4.4
6018,4.5
6202,4.5
6226,4.3
4858,4.1
767,4.1
4779,4.6
8249,4.5
633,3.4
6012,3.9
8250,3.3
1405,4.3
3503,4.2
8220,4.4
2202,4.4
3512,4.3
3224,4.4
836,4.6
8456,4.4
5868,4.7
2472,4.3
2008,4.1
5306,4.0
4601,4.6
2893,3.4
3729,4.4
235,4.6
1933,4.4
3591,4.2
966,4.5
364,3.9
8982,3.9
8898,4.3
3626,4.3
7511,3.1
7030,5.0
2776,4.6
6631,4.7
6351,4.6
2076,4.1
1285,4.6
6062,4.0
8717,3.5
8054,4.5
6195,3.4
8491,4.3
5064,4.0
2983,3.6
3533,4.3
7431,4.5
3109,3.2
3399,4.0
3941,4.0
5355,3.8
8056,3.9
1487,3.2
7194,4.8
5727,3.8
8637,4.0
2644,4.0
2595,4.1
4115,4.6
4660,4.6
3379,4.5
702,4.3
4526,4.4
2779,4.2
5366,4.4
2226,3.9
7996,4.2
675,4.2
4339,4.5
8458,4.0
7793,4.1
5590,3.7
4358,3.7
4212,4.4
1545,4.1
4182,4.0
3416,4.6
6410,4.1
5655,5.0
458,4.6
2256,4.9
3810,4.6
4614,4.0
1396,4.6
1723,4.6
1709,4.5
1112,3.6
5400,4.3
7942,4.9
7517,3.7
4749,4.6
6021,4.1
976,4.5
4662,4.8
9095,3.6
5522,4.3
3604,4.6
3896,4.5
6489,5.0
690,4.6
693,4.2
8915,4.3
4611,4.6
6643,5.0
6526,4.3
226,4.3
6675,4.7
1322,4.5
8423,4.5
9336,4.0
1816,4.5
8710,3.7
5179,4.3
3712,4.2
6618,4.5
857,3.7
776,4.4
5067,4.2
521,4.2
8668,4.5
4400,3.8
1675,4.3
3560,4.4
8508,4.4
1638,4.5
2697,4.6
8693,2.8
3707,4.3
161,3.9
738,4.2
4299,4.5
1236,4.3
7976,4.1
6010,4.4
6619,5.0
5167,4.5
1260,4.4
2813,4.0
5054,4.4
7872,4.3
7237,5.0
6358,4.5
4853,3.8
7297,1.9
5531,2.1
4798,4.2
1417,4.3
8553,3.5
1637,4.6
7527,4.3
8480,4.3
4332,4.6
6047,4.5
2353,4.0
2476,4.2
4510,4.7
333,4.3
8653,4.3
625,4.4
8909,4.6
4935,4.4
52,4.3
8951,3.7
5646,4.8
2123,4.5
8537,4.0
3075,4.1
1896,4.4
2910,4.8
8350,4.9
3832,4.3
131,4.6
1386,4.0
3878,4.6
1221,4.6
2820,4.4
8824,4.2
7695,4.5
6201,3.5
6992,4.7
5710,4.1
5610,3.3
1777,4.3
876,3.9
2098,4.4
7599,4.1
4816,4.4
4368,4.6
4456,3.8
8995,4.4
6758,3.6
1724,4.6
6028,4.4
5675,4.3
8295,4.2
9325,4.0
7786,3.3
8672,4.0
4219,3.4
1768,4.3
447,4.1
283,4.5
1334,3.5
8786,4.7
1964,4.5
2807,4.5
6789,3.7
3403,4.6
7000,4.2
2143,4.0
7029,3.4
1769,4.6
1371,4.2
2959,4.0
4545,4.5
397,4.3
6123,4.5
4577,4.5
6790,4.2
6419,4.5
4949,4.5
7379,4.7
2109,4.4
4343,3.8
1575,4.4
3068,4.2
2637,4.0
3558,4.1
111,4.2
3104,4.0
5028,4.3
4295,5.0
8420,4.3
3188,4.4
1932,4.5
3409,4.0
1929,4.7
8734,4.2
5501,4.7
7354,4.4
4116,4.3
803,4.0
1505,3.9
7922,3.5
4840,4.7
8123,4.2
933,4.2
7588,4.1
3119,3.1
3719,3.9
1203,4.5
2774,4.4
506,3.4
5439,4.4
2023,4.7
4503,4.3
5936,4.2
3196,4.1
2727,4.3
4712,3.1
2603,4.2
375,4.2
9071,4.4
7705,4.5
2629,4.1
7319,4.4
7829,4.6
9228,4.4
1893,4.4
7841,5.0
2018,4.4
1021,3.5
8095,5.0
8173,3.4
255,4.3
4402,4.5
6061,4.2
6585,3.3
2733,4.0
5367,4.8
8294,3.3
171,4.4
313,4.5
7802,3.9
3088,4.7
4241,3.7
1497,4.3
5435,4.1
8237,4.5
4054,4.6
2043,4.2
2342,5.0
2253,3.6
6505,4.8
8443,4.5
5783,4.5
229,4.1
4869,4.1
6927,3.7
1058,4.5
5787,3.0
1664,4.5
2054,4.6
3373,4.3
3958,3.6
3826,4.1
6847,3.4
2859,4.8
3314,4.3
866,3.9
1120,3.4
4714,3.6
7082,4.3
4447,3.4
4027,4.5
1462,3.9
1066,4.5
4079,4.7
8310,4.7
1453,4.4
71,4.8
4120,4.6
4587,4.0
1643,4.7
6987,3.6
3232,4.4
8307,3.8
9102,3.7
5025,4.5
5310,3.9
1408,4.0
5020,4.7
7796,3.2
3534,3.7
7947,4.8
929,3.9
1953,4.5
8498,3.8
2707,4.4
9356,4.5
38,4.2
1787,4.5
1614,4.4
8042,4.7
6398,3.1
2899,4.0
5082,4.4
7905,2.4
8514,4.6
6761,4.1
3462,3.8
5071,4.5
8619,3.7
2702,4.0
3432,4.5
3882,4.8
4015,4.5
4018,4.5
3804,4.4
1356,4.4
7439,4.2
7777,4.7
8814,4.6
6945,4.4
7982,4.5
37,4.0
4650,4.9
5286,4.6
2887,4.3
5187,5.0
1409,3.8
6539,4.7
1081,4.3
3250,4.8
7596,5.0
69,3.6
736,4.6
6066,3.7
4817,4.7
7900,4.5
5181,4.5
4876,4.7
5405,4.6
8542,4.4
1996,4.1
6423,2.4
4395,3.3
5904,4.6
8531,4.0
4198,4.2
3136,3.1
1155,4.5
1558,3.9
6568,4.4
6827,4.3
7892,3.7
8267,2.4
3059,4.4
8820,4.3
150,4.3
3124,3.9
7791,3.4
3630,4.2
2409,4.0
7137,3.7
4136,4.6
4353,3.5
1928,4.3
1445,4.6
7075,3.7
3653,4.1
3316,4.5
5220,4.4
10,4.4
8772,4.1
4850,4.8
1044,4.5
1029,4.5
2403,4.1
8890,3.5
5332,4.0
537,4.1
7561,2.9
7399,3.7
1073,4.5
7098,2.6
5874,4.3
6602,4.6
8857,4.3
2071,4.3
7763,4.2
950,4.5
8818,4.6
5491,4.2
5087,4.5
9065,4.2
3297,4.3
786,4.2
2508,4.4
4794,4.5
5129,4.3
7889,3.4
9287,3.5
8559,4.0
2112,4.4
3642,4.3
5418,4.4
3085,4.2
1950,4.2
6056,4.5
751,4.6
3973,4.0
1412,3.8
2753,4.1
5585,4.2
4553,4.0
771,4.2
5445,3.5
8761,4.4
2585,4.5
8472,4.7
1491,4.3
899,3.7
496,4.1
1998,3.9
1072,4.6
1905,4.4
797,4.1
969,4.3
6055,4.5
7236,4.1
5540,4.5
9164,4.6
2250,4.4
900,3.8
8291,4.1
7600,2.6
7955,4.4
4893,5.0
8476,4.3
3858,4.3
7563,3.7
5849,4.0
2586,4.7
4331,4.4
4127,3.7
291,4.1
8840,2.1
8638,4.2
5674,4.3
1473,4.7
6359,4.3
5768,4.6
6679,5.0
719,4.2
2891,4.2
8927,3.9
5416,4.2
1275,4.8
8945,4.6
8116,5.0
804,4.2
956,4.0
2364,4.3
3338,4.7
3939,4.1
8705,4.4
4762,4.1
8826,4.1
3306,4.1
8625,3.9
1569,4.5
8627,4.4
8673,4.2
2135,4.3
1174,4.1
5433,4.2
4516,4.6
4709,3.9
880,3.7
2044,4.4
3822,3.9
2866,4.3
5437,3.8
9263,4.5
3667,4.2
1344,4.4
5552,4.4
3989,4.3
2322,3.1
1702,4.3
5000,3.6
6968,3.5
3739,3.8
6504,4.5
4542,4.0
1728,4.4
1394,4.3
2376,4.4
3364,4.4
5455,4.8
3018,4.2
5193,4.1
33,3.8
5929,3.9
3847,4.8
6177,4.5
8409,3.9
2751,4.2
6640,4.1
4982,4.5
5679,4.5
3363,4.3
5948,4.4
7326,4.9
2038,4.3
6387,5.0
1434,4.5
2011,4.5
8617,4.3
2412,4.4
7797,3.8
9146,3.7
7838,3.8
2677,4.5
1901,4.3
2087,4.8
1152,4.6
7302,3.9
1812,4.6
2388,5.0
4001,1.8
5027,4.5
6605,4.2
3839,4.4
2761,4.4
9273,4.2
382,4.4
3631,4.5
8059,4.5
8874,4.4
3523,4.4
2103,3.6
4695,3.3
4089,4.5
4984,4.3
6739,4.7
2766,4.2
7009,3.7
2277,4.2
4603,4.2
3074,4.4
1175,3.6
9217,3.8
1054,4.5
861,4.3
1310,4.4
7134,4.3
2194,4.7
8551,3.1
6717,5.0
7835,4.6
3050,4.4
325,4.3
2937,4.6
8648,4.2
2493,4.2
2522,4.5
7605,4.4
5737,4.9
8880,4.4
380,4.3
442,4.6
5611,4.3
3861,4.4
3450,4.8
6922,4.4
1684,4.4
2968,4.5
7986,4.6
8938,4.8
6991,4.3
8702,4.5
4814,4.1
566,3.6
9143,3.6
3327,4.5
9039,4.1
2597,4.4
5046,3.8
4711,3.5
8481,4.5
8689,4.6
121,4.4
1620,4.6
667,4.6
5736,4.1
8952,4.5
338,4.5
7537,4.0
4168,4.3
8974,4.5
7564,4.4
7464,4.7
4753,3.9
9151,4.9
5149,4.6
5478,3.3
807,3.5
7850,4.3
1548,3.8
2785,4.1
1906,4.4
1748,4.6
168,4.9
9194,3.5
428,4.4
4425,4.5
7542,4.3
2775,4.3
575,4.2
4440,4.1
4393,3.7
4211,3.8
1290,4.1
2334,3.7
8101,4.0
8852,2.5
2691,4.5
9156,4.9
2273,3.7
4599,4.3
3274,4.2
2757,4.3
1370,4.6
3408,4.3
7260,4.4
488,4.1
3000,4.8
5309,3.3
528,4.1
8560,4.3
2239,3.4
1591,4.5
1941,4.5
5913,5.0
4371,4.1
2923,4.3
4789,4.2
2391,3.1
5988,4.7
4229,3.8
4560,4.2
453,4.2
6986,4.4
4237,4.7
7661,4.7
3980,4.1
5537,4.2
6727,4.6
8211,4.8
9253,4.1
4692,3.5
3489,4.3
4484,4.2
233,3.5
4528,4.2
8248,4.5
7408,3.0
2073,4.1
8572,4.3
8546,4.0
3393,4.4
2340,5.0
4090,2.3
8782,4.6
8858,4.2
6210,4.9
7842,5.0
9351,4.6
4286,4.4
9069,4.2
1593,4.7
3100,4.1
7280,3.6
6171,4.0
6886,4.3
713,4.6
7560,4.3
7155,3.2
5257,4.0
5047,4.1
8953,4.6
6236,4.7
8221,4.1
4171,4.3
4694,3.7
4159,4.9
4401,4.0
9067,4.0
93,4.0
7761,4.1
4508,4.0
3493,4.2
8309,4.3
1914,4.6
139,4.5
8052,4.4
5415,5.0
2760,4.0
5916,5.0
1921,4.3
2582,4.2
6,3.8
4821,3.8
4430,4.2
4922,4.0
6907,4.5
7025,3.3
6060,4.4
4735,4.4
3288,4.2
4367,4.2
444,4.0
1652,4.5
1599,4.6
8799,4.3
9056,1.0
1863,4.2
2956,4.0
431,4.4
7921,4.6
8041,4.1
4580,3.8
2,4.7
6274,2.9
4184,3.9
8174,5.0
9314,3.9
8142,4.9
7411,3.3
840,4.3
2406,4.4
2618,3.9
5186,5.0
7455,2.5
4901,3.8
6306,4.3
8171,3.9
9048,3.6
2219,4.8
780,4.3
7574,4.3
3122,4.2
949,4.3
6894,4.2
5714,4.5
6308,4.7
4381,4.3
363,4.3
8726,4.0
1753,4.2
7651,3.7
2142,4.1
7634,4.0
2578,4.7
4214,4.0
2973,4.1
6895,3.9
3324,4.4
2635,4.2
5850,2.3
6680,5.0
4246,4.6
7614,4.0
2683,3.3
8780,4.3
1625,4.6
2146,4.3
9212,2.9
3446,4.1
36,4.7
3966,4.2
4569,4.2
8787,3.9
4597,4.8
7562,4.4
8601,4.6
1153,4.0
341,4.5
4606,4.5
8314,4.3
3734,4.5
4340,4.4
489,3.9
7814,3.9
668,3.9
3229,4.4
3495,3.6
189,4.3
1774,4.3
8807,4.4
4883,5.0
9170,4.7
4576,4.4
4255,4.0
994,4.3
3185,4.4
1095,4.1
2871,4.4
5065,4.2
4146,4.7
2747,4.6
2257,3.6
8305,3.8
6314,4.6
4304,3.7
6343,4.3
615,1.9
332,4.3
7783,3.9
7556,4.1
611,4.5
3010,4.5
2251,4.5
8527,4.5
3095,4.2
8984,4.3
4981,3.9
7772,3.7
8403,4.1
917,4.1
4755,4.5
5055,4.1
1875,4.5
8634,4.8
4029,4.9
1640,4.5
3551,4.3
4679,4.8
6583,4.2
1065,4.4
2182,4.4
8407,4.5
1650,4.5
6013,3.6
5912,4.4
963,4.4
2574,4.4
1821,4.4
8277,3.0
6666,4.2
2007,4.7
9227,4.3
2965,4.1
7965,4.7
7295,4.1
5018,4.1
2000,4.4
8540,4.2
8371,4.0
7362,4.3
7109,3.4
8204,4.3
2825,4.6
8023,4.3
6391,4.3
681,4.2
5962,4.1
1457,4.6
1674,4.5
8892,3.8
8240,3.9
5580,4.7
3936,4.0
7017,3.8
4080,4.3
4920,4.2
4728,2.2
7649,4.6
3115,4.6
8993,4.7
6719,4.7
408,4.1
5778,4.2
2140,4.3
723,4.5
6038,3.8
1374,4.4
4066,4.4
1595,4.5
2919,4.2
1974,4.5
7729,3.4
6926,3.9
2763,4.4
1247,4.6
4757,4.4
3062,4.1
5041,4.6
2581,4.4
3902,4.5
1870,4.5
2242,4.7
4965,5.0
4441,3.4
7261,4.0
1695,4.7
2592,4.2
5083,4.3
1903,4.5
3855,4.7
8866,3.9
4674,3.9
2998,3.0
3449,4.4
710,4.3
4968,4.8
6978,4.1
9186,3.2
6651,4.1
7360,4.1
9166,4.6
5292,4.4
8675,4.0
4559,4.6
8730,3.7
2216,4.2
721,4.4
7810,3.5
1988,4.1
2126,4.2
869,4.2
1826,4.6
6770,4.5
5661,4.3
1663,4.4
9108,3.9
4745,3.9
3821,4.6
2208,4.6
1866,4.4
7498,3.6
3135,3.6
190,4.0
923,3.9
9229,3.9
5465,5.0
2213,3.5
4133,4.3
5381,4.7
8263,3.4
2566,4.4
6449,4.1
8646,4.6
